날짜,기관합계,기타법인,개인,외국인합계
2006-08-24 00:00:00,45747220770 ,0 ,187885715810 ,-233632936580 
2006-08-25 00:00:00,244624544575 ,0 ,-81308389495 ,-163316155080 
2006-08-28 00:00:00,93171373361 ,0 ,-90150673650 ,-3020699711 
2006-08-29 00:00:00,154470608775 ,0 ,-173883724435 ,19413115660 
2006-08-30 00:00:00,26428728805 ,0 ,11795832040 ,-38224560845 
2006-08-31 00:00:00,422754909170 ,0 ,-297312504195 ,-125442404975 
2006-09-01 00:00:00,125002079930 ,0 ,-3501937770 ,-121500142160 
2006-09-04 00:00:00,-53454704210 ,0 ,-48644752100 ,102099456310 
2006-09-05 00:00:00,-21193556999 ,0 ,-71467562040 ,92661119039 
2006-09-06 00:00:00,-98865144180 ,0 ,-37493971560 ,136359115740 
2006-09-07 00:00:00,201828331885 ,0 ,6435970265 ,-208264302150 
2006-09-08 00:00:00,108263144350 ,0 ,-30136629000 ,-78126515350 
2006-09-11 00:00:00,-68029122666 ,0 ,98382850560 ,-30353727894 
2006-09-12 00:00:00,109038990990 ,0 ,181428295510 ,-290467286500 
2006-09-13 00:00:00,-40154916515 ,0 ,39191712105 ,963204410 
2006-09-14 00:00:00,354398367465 ,0 ,-155020998505 ,-199377368960 
2006-09-15 00:00:00,149530798990 ,0 ,61003271730 ,-210534070720 
2006-09-18 00:00:00,410297112800 ,0 ,-337599342540 ,-72697770260 
2006-09-19 00:00:00,-120406022990 ,0 ,54555350780 ,65850672210 
2006-09-20 00:00:00,134529044055 ,0 ,220924611985 ,-355453656040 
2006-09-21 00:00:00,25408002350 ,0 ,36672000600 ,-62080002950 
2006-09-22 00:00:00,-91317341440 ,0 ,155548327270 ,-64230985830 
2006-09-25 00:00:00,343209847610 ,0 ,-47404336260 ,-295805511350 
2006-09-26 00:00:00,-114733653325 ,0 ,83624145595 ,31109507730 
2006-09-27 00:00:00,246382144180 ,0 ,-258781216380 ,12399072200 
2006-09-28 00:00:00,260012890510 ,0 ,-232064516760 ,-27948373750 
2006-09-29 00:00:00,98243324445 ,0 ,-114956494625 ,16713170180 
2006-10-02 00:00:00,176963541900 ,0 ,-120423750325 ,-56539791575 
2006-10-04 00:00:00,-122277120235 ,0 ,22202858725 ,100074261510 
2006-10-09 00:00:00,127942514355 ,0 ,-601886076365 ,473943562010 
2006-10-10 00:00:00,7860843850 ,0 ,-127036339750 ,119175495900 
2006-10-11 00:00:00,30456977410 ,0 ,-56647267950 ,26190290540 
2006-10-12 00:00:00,620209530 ,0 ,137074287540 ,-137694497070 
2006-10-13 00:00:00,194062307900 ,0 ,-158766281600 ,-35296026300 
2006-10-16 00:00:00,8515926935 ,0 ,24807051740 ,-33322978675 
2006-10-17 00:00:00,114838566425 ,0 ,-84528928475 ,-30309637950 
2006-10-18 00:00:00,283898347830 ,0 ,-106595875705 ,-177302472125 
2006-10-19 00:00:00,11957034744 ,0 ,36955740720 ,-48912775464 
2006-10-20 00:00:00,98044331515 ,0 ,76980982320 ,-175025313835 
2006-10-23 00:00:00,152697712566 ,0 ,208193218385 ,-360890930951 
2006-10-24 00:00:00,-97879439255 ,0 ,93847406655 ,4032032600 
2006-10-25 00:00:00,51292005440 ,0 ,-51862363400 ,570357960 
2006-10-26 00:00:00,-74538347727 ,0 ,17403470905 ,57134876822 
2006-10-27 00:00:00,24371890475 ,0 ,95907679580 ,-120279570055 
2006-10-30 00:00:00,123091810425 ,0 ,-10022946595 ,-113068863830 
2006-10-31 00:00:00,160855379916 ,0 ,-19272245130 ,-141583134786 
2006-11-01 00:00:00,180899052735 ,0 ,22115774915 ,-203014827650 
2006-11-02 00:00:00,237608744889 ,0 ,-70284603530 ,-167324141359 
2006-11-03 00:00:00,144613793515 ,0 ,70058089780 ,-214671883295 
2006-11-06 00:00:00,36704489775 ,0 ,143547790675 ,-180252280450 
2006-11-07 00:00:00,178288487645 ,0 ,-97458511995 ,-80829975650 
2006-11-08 00:00:00,-11540687430 ,0 ,35096466360 ,-23555778930 
2006-11-09 00:00:00,82782031235 ,0 ,-41706056975 ,-41075974260 
2006-11-10 00:00:00,33574498850 ,0 ,58129904500 ,-91704403350 
2006-11-13 00:00:00,-52031903525 ,0 ,134048949225 ,-82017045700 
2006-11-14 00:00:00,-23926525035 ,0 ,-36412011675 ,60338536710 
2006-11-15 00:00:00,-139899123092 ,0 ,-38860259835 ,178759382927 
2006-11-16 00:00:00,-112661661700 ,0 ,5796327700 ,106865334000 
2006-11-17 00:00:00,90956450095 ,0 ,-13356374385 ,-77600075710 
2006-11-20 00:00:00,-79674009195 ,0 ,89854641335 ,-10180632140 
2006-11-21 00:00:00,110749113395 ,0 ,102743706610 ,-213492820005 
2006-11-22 00:00:00,118611745560 ,0 ,-24422446110 ,-94189299450 
2006-11-23 00:00:00,4495002875 ,0 ,78873727815 ,-83368730690 
2006-11-24 00:00:00,110057001460 ,0 ,7941177100 ,-117998178560 
2006-11-27 00:00:00,9865922675 ,0 ,80206462790 ,-90072385465 
2006-11-28 00:00:00,47156039465 ,0 ,88419223030 ,-135575262495 
2006-11-29 00:00:00,271645100025 ,0 ,-127907716545 ,-143737383480 
2006-11-30 00:00:00,10800078040 ,0 ,-109817567470 ,99017489430 
2006-12-01 00:00:00,-13851468900 ,0 ,-32193442460 ,46044911360 
2006-12-04 00:00:00,-26359251065 ,0 ,109653283540 ,-83294032475 
2006-12-05 00:00:00,-61213330265 ,0 ,-19030469060 ,80243799325 
2006-12-06 00:00:00,-3938536550 ,0 ,-12949767290 ,16888303840 
2006-12-07 00:00:00,114311240365 ,0 ,-49206630655 ,-65104609710 
2006-12-08 00:00:00,64292930585 ,0 ,104654276075 ,-168947206660 
2006-12-11 00:00:00,-6965323945 ,0 ,34015514625 ,-27050190680 
2006-12-12 00:00:00,-182399380350 ,0 ,36658358950 ,145741021400 
2006-12-13 00:00:00,-29122224670 ,0 ,28466080050 ,656144620 
2006-12-14 00:00:00,-664173954240 ,0 ,-111389192760 ,775563147000 
2006-12-15 00:00:00,-26406945015 ,0 ,67883538385 ,-41476593370 
2006-12-18 00:00:00,8116633355 ,0 ,-34069172145 ,25952538790 
2006-12-19 00:00:00,18324543820 ,0 ,42833213550 ,-61157757370 
2006-12-20 00:00:00,75832750040 ,0 ,-59163285565 ,-16669464475 
2006-12-21 00:00:00,-142023385610 ,0 ,27588433465 ,114434952145 
2006-12-22 00:00:00,-27290403349 ,0 ,-94569240445 ,121859643794 
2006-12-26 00:00:00,-128472101685 ,0 ,-31161664005 ,159633765690 
2006-12-27 00:00:00,-52791967760 ,0 ,38037097650 ,14754870110 
2006-12-28 00:00:00,80441775400 ,0 ,-55645952550 ,-24795822850 
2007-01-02 00:00:00,-49479494305 ,0 ,30058872445 ,19420621860 
2007-01-03 00:00:00,-89720793350 ,0 ,145826577680 ,-56105784330 
2007-01-04 00:00:00,-139354057235 ,0 ,230080115165 ,-90726057930 
2007-01-05 00:00:00,-184343344810 ,0 ,201882104850 ,-17538760040 
2007-01-08 00:00:00,89929510150 ,0 ,141833422150 ,-231762932300 
2007-01-09 00:00:00,-24063906840 ,0 ,34310570315 ,-10246663475 
2007-01-10 00:00:00,-132507135145 ,0 ,188277600165 ,-55770465020 
2007-01-11 00:00:00,-84994280920 ,0 ,112156074170 ,-27161793250 
2007-01-12 00:00:00,-52121066840 ,0 ,-19708891210 ,71829958050 
2007-01-15 00:00:00,-272424708747 ,0 ,-54323933965 ,326748642712 
2007-01-16 00:00:00,90221499120 ,0 ,-38457425590 ,-51764073530 
2007-01-17 00:00:00,-200643978955 ,0 ,33872909005 ,166771069950 
2007-01-18 00:00:00,87825055775 ,0 ,-41700910125 ,-46124145650 
2007-01-19 00:00:00,-130089456390 ,0 ,34354300710 ,95735155680 
2007-01-22 00:00:00,74128329275 ,0 ,-37275039635 ,-36853289640 
2007-01-23 00:00:00,23990079735 ,0 ,-71352122605 ,47362042870 
2007-01-24 00:00:00,74803897970 ,0 ,-122332606870 ,47528708900 
2007-01-25 00:00:00,8865260145 ,0 ,-84958394005 ,76093133860 
2007-01-26 00:00:00,56664164625 ,0 ,-465557490 ,-56198607135 
2007-01-29 00:00:00,-23665170845 ,0 ,79354809625 ,-55689638780 
2007-01-30 00:00:00,157996608830 ,0 ,-55740785655 ,-102255823175 
2007-01-31 00:00:00,-94406249645 ,0 ,48439181470 ,45967068175 
2007-02-01 00:00:00,238189312675 ,0 ,-245948204415 ,7758891740 
2007-02-02 00:00:00,119149099565 ,0 ,-470648862645 ,351499763080 
2007-02-05 00:00:00,-123266850315 ,0 ,-155038163805 ,278305014120 
2007-02-06 00:00:00,-78899729580 ,0 ,-33357969860 ,112257699440 
2007-02-07 00:00:00,-97305207898 ,0 ,-356910240 ,97662118138 
2007-02-08 00:00:00,101980306520 ,0 ,105925432230 ,-207905738750 
2007-02-09 00:00:00,191807218325 ,0 ,-85701922625 ,-106105295700 
2007-02-12 00:00:00,-30975063650 ,0 ,152307201905 ,-121332138255 
2007-02-13 00:00:00,152974012055 ,0 ,33204494035 ,-186178506090 
2007-02-14 00:00:00,224601079255 ,0 ,-211039508695 ,-13561570560 
2007-02-15 00:00:00,-159304072435 ,0 ,-92442893530 ,251746965965 
2007-02-16 00:00:00,-166921815565 ,0 ,-22393006745 ,189314822310 
2007-02-20 00:00:00,-149385625815 ,0 ,4304480165 ,145081145650 
2007-02-21 00:00:00,-61640413060 ,0 ,-12751642290 ,74392055350 
2007-02-22 00:00:00,196129170750 ,0 ,-223949389155 ,27820218405 
2007-02-23 00:00:00,-364217268859 ,0 ,-90252485570 ,454469754429 
2007-02-26 00:00:00,-178903468860 ,0 ,13017611460 ,165885857400 
2007-02-27 00:00:00,-31060676700 ,0 ,5529393470 ,25531283230 
2007-02-28 00:00:00,-166422068340 ,0 ,473906715515 ,-307484647175 
2007-03-02 00:00:00,-44220779850 ,0 ,198666314650 ,-154445534800 
2007-03-05 00:00:00,69442839380 ,0 ,209265086050 ,-278707925430 
2007-03-06 00:00:00,174494390160 ,0 ,86342249700 ,-260836639860 
2007-03-07 00:00:00,-71231135835 ,0 ,9416499450 ,61814636385 
2007-03-08 00:00:00,282437872150 ,0 ,-6150321720 ,-276287550430 
2007-03-09 00:00:00,-79336620385 ,0 ,36689115035 ,42647505350 
2007-03-12 00:00:00,10845298616 ,0 ,-78832148445 ,67986849829 
2007-03-13 00:00:00,-108972595775 ,0 ,52274604450 ,56697991325 
2007-03-14 00:00:00,67273039990 ,0 ,160257760440 ,-227530800430 
2007-03-15 00:00:00,192317147115 ,0 ,-26766040705 ,-165551106410 
2007-03-16 00:00:00,53809761875 ,0 ,-19285980295 ,-34523781580 
2007-03-19 00:00:00,261242769800 ,0 ,-73095811960 ,-188146957840 
2007-03-20 00:00:00,25829650795 ,0 ,-39696405995 ,13866755200 
2007-03-21 00:00:00,-22344400945 ,0 ,-14762344120 ,37106745065 
2007-03-22 00:00:00,85246984980 ,0 ,-152956128720 ,67709143740 
2007-03-23 00:00:00,6762639780 ,0 ,-80065274215 ,73302634435 
2007-03-26 00:00:00,59846756675 ,0 ,-98332743185 ,38485986510 
2007-03-27 00:00:00,125271740590 ,0 ,-87349547850 ,-37922192740 
2007-03-28 00:00:00,-220138985455 ,0 ,166894128335 ,53244857120 
2007-03-29 00:00:00,48203198565 ,0 ,14214451415 ,-62417649980 
2007-03-30 00:00:00,-201712840275 ,0 ,107808023150 ,93904817125 
2007-04-02 00:00:00,45056174080 ,0 ,60134117600 ,-105190291680 
2007-04-03 00:00:00,-194816502430 ,0 ,110980776170 ,83835726260 
2007-04-04 00:00:00,-183453085195 ,0 ,-226651209215 ,410104294410 
2007-04-05 00:00:00,-135238042218 ,0 ,-105002586210 ,240240628428 
2007-04-06 00:00:00,-208122362465 ,0 ,28027685290 ,180094677175 
2007-04-09 00:00:00,-225941097985 ,0 ,58418681800 ,167522416185 
2007-04-10 00:00:00,-359849274075 ,0 ,228429920665 ,131419353410 
2007-04-11 00:00:00,-43470567155 ,0 ,-160873565095 ,204344132250 
2007-04-12 00:00:00,279992311730 ,0 ,-185184061460 ,-94808250270 
2007-04-13 00:00:00,-262396872970 ,0 ,-134700648785 ,397097521755 
2007-04-16 00:00:00,-50353398178 ,0 ,-27128050605 ,77481448783 
2007-04-17 00:00:00,-223402979580 ,0 ,-20239276830 ,243642256410 
2007-04-18 00:00:00,-36733964665 ,0 ,-56705911075 ,93439875740 
2007-04-19 00:00:00,-286123937955 ,0 ,214220907995 ,71903029960 
2007-04-20 00:00:00,-30749343685 ,0 ,-23662329775 ,54411673460 
2007-04-23 00:00:00,-284141659970 ,0 ,-21189085630 ,305330745600 
2007-04-24 00:00:00,-251891791430 ,0 ,100519773620 ,151372017810 
2007-04-25 00:00:00,-154539619835 ,0 ,215343903420 ,-60804283585 
2007-04-26 00:00:00,161380620735 ,0 ,-86920009600 ,-74460611135 
2007-04-27 00:00:00,-214282441440 ,0 ,34166814420 ,180115627020 
2007-04-30 00:00:00,-65805029880 ,0 ,9258811670 ,56546218210 
2007-05-02 00:00:00,-4255383390 ,0 ,23544795965 ,-19289412575 
2007-05-03 00:00:00,-66517183235 ,0 ,133686767435 ,-67169584200 
2007-05-04 00:00:00,97146759095 ,0 ,-33995490915 ,-63151268180 
2007-05-07 00:00:00,93342323840 ,0 ,26867977795 ,-120210301635 
2007-05-08 00:00:00,-177815694725 ,0 ,29949847335 ,147865847390 
2007-05-09 00:00:00,89030416373 ,0 ,111733679780 ,-200764096153 
2007-05-10 00:00:00,-57835591960 ,0 ,-54613208420 ,112448800380 
2007-05-11 00:00:00,-210398593293 ,0 ,212357031530 ,-1958438237 
2007-05-14 00:00:00,-109591111150 ,0 ,105703982820 ,3887128330 
2007-05-15 00:00:00,73187278855 ,0 ,-94201637665 ,21014358810 
2007-05-16 00:00:00,12053383960 ,0 ,63271454310 ,-75324838270 
2007-05-17 00:00:00,-195117131765 ,0 ,107073533445 ,88043598320 
2007-05-18 00:00:00,-23119103490 ,0 ,22914683460 ,204420030 
2007-05-21 00:00:00,382558582480 ,0 ,-189314168950 ,-193244413530 
2007-05-22 00:00:00,-517139354465 ,0 ,51176030085 ,465963324380 
2007-05-23 00:00:00,-34837789410 ,0 ,-48438676470 ,83276465880 
2007-05-25 00:00:00,6605755615 ,0 ,126991068340 ,-133596823955 
2007-05-28 00:00:00,-115888610070 ,0 ,122715385925 ,-6826775855 
2007-05-29 00:00:00,-171529870495 ,0 ,46073668780 ,125456201715 
2007-05-30 00:00:00,-242821207715 ,0 ,210860744200 ,31960463515 
2007-05-31 00:00:00,261931733205 ,0 ,-236892681380 ,-25039051825 
2007-06-01 00:00:00,117798897385 ,0 ,-127044298835 ,9245401450 
2007-06-04 00:00:00,-254649832885 ,0 ,60594566565 ,194055266320 
2007-06-05 00:00:00,1266033415 ,0 ,43191647030 ,-44457680445 
2007-06-07 00:00:00,148042840480 ,0 ,222865380950 ,-370908221430 
2007-06-08 00:00:00,226933438070 ,0 ,211637435060 ,-438570873130 
2007-06-11 00:00:00,-72717231650 ,0 ,169681446625 ,-96964214975 
2007-06-12 00:00:00,390332299505 ,0 ,-88373616635 ,-301958682870 
2007-06-13 00:00:00,224017498730 ,0 ,91993294580 ,-316010793310 
2007-06-14 00:00:00,925588939390 ,0 ,-464375830470 ,-461213108920 
2007-06-15 00:00:00,-183064835574 ,0 ,105250190765 ,77814644809 
2007-06-18 00:00:00,222399320825 ,0 ,128362112230 ,-350761433055 
2007-06-19 00:00:00,-209669013160 ,0 ,395617013280 ,-185948000120 
2007-06-20 00:00:00,217758959605 ,0 ,101166913340 ,-318925872945 
2007-06-21 00:00:00,-20633879161 ,0 ,-79076258655 ,99710137816 
2007-06-22 00:00:00,-25469290475 ,0 ,142133523380 ,-116664232905 
2007-06-25 00:00:00,447672863315 ,0 ,-215457909645 ,-232214953670 
2007-06-26 00:00:00,289228740645 ,0 ,33449468525 ,-322678209170 
2007-06-27 00:00:00,73941585100 ,0 ,91796032700 ,-165737617800 
2007-06-28 00:00:00,78687315860 ,0 ,6850166990 ,-85537482850 
2007-06-29 00:00:00,320164383955 ,0 ,-211837364160 ,-108327019795 
2007-07-02 00:00:00,233056017025 ,0 ,-131544499745 ,-101511517280 
2007-07-03 00:00:00,157766252150 ,0 ,-225342492660 ,67576240510 
2007-07-04 00:00:00,-22728522245 ,0 ,-29280823685 ,52009345930 
2007-07-05 00:00:00,55032499675 ,0 ,-227967812580 ,172935312905 
2007-07-06 00:00:00,28423604508 ,0 ,-1084366580 ,-27339237928 
2007-07-09 00:00:00,-123711194490 ,0 ,24592602580 ,99118591910 
2007-07-10 00:00:00,-35082627660 ,0 ,114406786260 ,-79324158600 
2007-07-11 00:00:00,7943857595 ,0 ,185511306725 ,-193455164320 
2007-07-12 00:00:00,-82314034280 ,0 ,-4100497610 ,86414531890 
2007-07-13 00:00:00,502454578285 ,0 ,-407069342685 ,-95385235600 
2007-07-16 00:00:00,525212721430 ,0 ,112375523320 ,-637588244750 
2007-07-18 00:00:00,152445298253 ,0 ,439628666500 ,-592073964753 
2007-07-19 00:00:00,381832954070 ,0 ,67758000065 ,-449590954135 
2007-07-20 00:00:00,290125673807 ,0 ,-213878401255 ,-76247272552 
2007-07-23 00:00:00,129932135191 ,0 ,144413518835 ,-274345654026 
2007-07-24 00:00:00,51020297595 ,0 ,7383847570 ,-58404145165 
2007-07-25 00:00:00,367302174910 ,0 ,298309704745 ,-665611879655 
2007-07-26 00:00:00,117864410973 ,0 ,398941282215 ,-516805693188 
2007-07-27 00:00:00,128712987325 ,0 ,713833126400 ,-842546113725 
2007-07-30 00:00:00,494951839480 ,0 ,71903822120 ,-566855661600 
2007-07-31 00:00:00,-4034063430 ,0 ,137188420395 ,-133154356965 
2007-08-01 00:00:00,-64617118593 ,0 ,583786440685 ,-519169322092 
2007-08-02 00:00:00,356012583205 ,0 ,109751694735 ,-465764277940 
2007-08-03 00:00:00,255668813645 ,0 ,-8985378415 ,-246683435230 
2007-08-06 00:00:00,189819425503 ,0 ,305301883040 ,-495121308543 
2007-08-07 00:00:00,308870448550 ,0 ,160446307085 ,-469316755635 
2007-08-08 00:00:00,795538616715 ,0 ,-342165350470 ,-453373266245 
2007-08-09 00:00:00,-20582695357 ,0 ,-35746755435 ,56329450792 
2007-08-10 00:00:00,-215512924479 ,0 ,741166582195 ,-525653657716 
2007-08-13 00:00:00,701538288870 ,0 ,-235693155515 ,-465845133355 
2007-08-14 00:00:00,261005544200 ,0 ,-34961357790 ,-226044186410 
2007-08-16 00:00:00,1731467676375 ,0 ,-698791642165 ,-1032676034210 
2007-08-17 00:00:00,425601533433 ,0 ,446044483195 ,-871646016628 
2007-08-20 00:00:00,-175261956865 ,0 ,555355715535 ,-380093758670 
2007-08-21 00:00:00,276808909830 ,0 ,28477086640 ,-305285996470 
2007-08-22 00:00:00,423361446435 ,0 ,61277364510 ,-484638810945 
2007-08-23 00:00:00,497096148232 ,0 ,-392937911720 ,-104158236512 
2007-08-24 00:00:00,69845474280 ,0 ,151441134370 ,-221286608650 
2007-08-27 00:00:00,-54786638259 ,0 ,-11380475945 ,66167114204 
2007-08-28 00:00:00,461185451260 ,0 ,-144858188515 ,-316327262745 
2007-08-29 00:00:00,593944828295 ,0 ,102818454495 ,-696763282790 
2007-08-30 00:00:00,319968850501 ,0 ,16841747760 ,-336810598261 
2007-08-31 00:00:00,723569008665 ,0 ,-499886875795 ,-223682132870 
2007-09-03 00:00:00,-59573962424 ,0 ,117256359235 ,-57682396811 
2007-09-04 00:00:00,201156891360 ,0 ,-138027879425 ,-63129011935 
2007-09-05 00:00:00,-517366065375 ,0 ,236863525935 ,280502539440 
2007-09-06 00:00:00,516019842077 ,0 ,-117505445220 ,-398514396857 
2007-09-07 00:00:00,-15010134610 ,0 ,-110753811540 ,125763946150 
2007-09-10 00:00:00,-16809151990 ,0 ,185446687570 ,-168637535580 
2007-09-11 00:00:00,169984315930 ,0 ,77091103770 ,-247075419700 
2007-09-12 00:00:00,-186390998240 ,0 ,184257631385 ,2133366855 
2007-09-13 00:00:00,441698757140 ,0 ,-54151600000 ,-387547157140 
2007-09-14 00:00:00,425444858165 ,0 ,-164715306845 ,-260729551320 
2007-09-17 00:00:00,-28724190860 ,0 ,157354565570 ,-128630374710 
2007-09-18 00:00:00,-172182818220 ,0 ,306813426440 ,-134630608220 
2007-09-19 00:00:00,1045799245848 ,0 ,-697940171575 ,-347859074273 
2007-09-20 00:00:00,161850866180 ,0 ,-342506291250 ,180655425070 
2007-09-21 00:00:00,22510655390 ,0 ,178522642815 ,-201033298205 
2007-09-27 00:00:00,144046891775 ,0 ,-50243740575 ,-93803151200 
2007-09-28 00:00:00,-88240657985 ,0 ,103705416610 ,-15464758625 
2007-10-01 00:00:00,201451094425 ,0 ,-132381494015 ,-69069600410 
2007-10-02 00:00:00,104114488595 ,0 ,-706153978995 ,602039490400 
2007-10-04 00:00:00,84298300499 ,0 ,250857728150 ,-335156028649 
2007-10-05 00:00:00,-186306286659 ,0 ,50364959665 ,135941326994 
2007-10-08 00:00:00,-190337880290 ,0 ,-55396878690 ,245734758980 
2007-10-09 00:00:00,49922305689 ,0 ,134309578725 ,-184231884414 
2007-10-10 00:00:00,181351289027 ,0 ,-202034356765 ,20683067738 
2007-10-11 00:00:00,227482287211 ,0 ,140995124675 ,-368477411886 
2007-10-12 00:00:00,-398746154413 ,0 ,462064983085 ,-63318828672 
2007-10-15 00:00:00,137045626790 ,0 ,84496977370 ,-221542604160 
2007-10-16 00:00:00,132652904599 ,0 ,296212453165 ,-428865357764 
2007-10-17 00:00:00,-3446261498 ,0 ,455277875215 ,-451831613717 
2007-10-18 00:00:00,165775297875 ,0 ,84940828425 ,-250716126300 
2007-10-19 00:00:00,-181532913015 ,0 ,330396074315 ,-148863161300 
2007-10-22 00:00:00,247073613615 ,0 ,-109131313665 ,-137942299950 
2007-10-23 00:00:00,-22730162755 ,0 ,352596823280 ,-329866660525 
2007-10-24 00:00:00,25805612125 ,0 ,-226302830525 ,200497218400 
2007-10-25 00:00:00,211498619394 ,0 ,-174488162650 ,-37010456744 
2007-10-26 00:00:00,617077570829 ,0 ,-338911106145 ,-278166464684 
2007-10-29 00:00:00,-139841864040 ,0 ,44780041930 ,95061822110 
2007-10-30 00:00:00,-175524430540 ,0 ,73508984140 ,102015446400 
2007-10-31 00:00:00,175619314916 ,0 ,23212773180 ,-198832088096 
2007-11-01 00:00:00,-46286903005 ,0 ,-7762068280 ,54048971285 
2007-11-02 00:00:00,-217468602780 ,0 ,417812728120 ,-200344125340 
2007-11-05 00:00:00,-133961855500 ,0 ,276854487190 ,-142892631690 
2007-11-06 00:00:00,604415726405 ,0 ,-18170378485 ,-586245347920 
2007-11-07 00:00:00,59603752260 ,0 ,-70167873590 ,10564121330 
2007-11-08 00:00:00,-575130496893 ,0 ,952743786100 ,-377613289207 
2007-11-09 00:00:00,736006727125 ,0 ,113824279525 ,-849831006650 
2007-11-12 00:00:00,57957236115 ,0 ,210792421910 ,-268749658025 
2007-11-13 00:00:00,644087695646 ,0 ,233353319320 ,-877441014966 
2007-11-14 00:00:00,523770229710 ,0 ,121774687210 ,-645544916920 
2007-11-15 00:00:00,575487747415 ,0 ,-91901527285 ,-483586220130 
2007-11-16 00:00:00,205183508459 ,0 ,269494877955 ,-474678386414 
2007-11-19 00:00:00,135203109704 ,0 ,88366471950 ,-223569581654 
2007-11-20 00:00:00,394253590010 ,0 ,315907686290 ,-710161276300 
2007-11-21 00:00:00,-352073573930 ,0 ,394332737630 ,-42259163700 
2007-11-22 00:00:00,695295776975 ,0 ,-130718153925 ,-564577623050 
2007-11-23 00:00:00,441867349512 ,0 ,-363450013310 ,-78417336202 
2007-11-26 00:00:00,-98258402230 ,0 ,28360874380 ,69897527850 
2007-11-27 00:00:00,503638967195 ,0 ,-254201186115 ,-249437781080 
2007-11-28 00:00:00,-166937955480 ,0 ,248188491970 ,-81250536490 
2007-11-29 00:00:00,684770515430 ,0 ,-645724304845 ,-39046210585 
2007-11-30 00:00:00,445681421673 ,0 ,-486383642555 ,40702220882 
2007-12-03 00:00:00,-139965943019 ,0 ,135439250420 ,4526692599 
2007-12-04 00:00:00,216511923102 ,0 ,50785465575 ,-267297388677 
2007-12-05 00:00:00,228757936223 ,0 ,-22358646215 ,-206399290008 
2007-12-06 00:00:00,201917911815 ,0 ,-314477003145 ,112559091330 
2007-12-07 00:00:00,-122888326870 ,0 ,-172415752780 ,295304079650 
2007-12-10 00:00:00,94902580430 ,0 ,-68401904510 ,-26500675920 
2007-12-11 00:00:00,162156360945 ,0 ,-2142006735 ,-160014354210 
2007-12-12 00:00:00,317882790740 ,0 ,92249891430 ,-410132682170 
2007-12-13 00:00:00,-529973332200 ,0 ,555143112725 ,-25169780525 
2007-12-14 00:00:00,150572190450 ,0 ,325357606245 ,-475929796695 
2007-12-17 00:00:00,51212357915 ,0 ,191943163285 ,-243155521200 
2007-12-18 00:00:00,514474854785 ,0 ,110488894785 ,-624963749570 
2007-12-20 00:00:00,-81777961760 ,0 ,216867315380 ,-135089353620 
2007-12-21 00:00:00,588093413090 ,0 ,-290455515020 ,-297637898070 
2007-12-24 00:00:00,242592913970 ,0 ,-206152596860 ,-36440317110 
2007-12-26 00:00:00,138539863485 ,0 ,-119823151590 ,-18716711895 
2007-12-27 00:00:00,219299555245 ,0 ,-245714995875 ,26415440630 
2007-12-28 00:00:00,45814505250 ,0 ,-67929453555 ,22114948305 
2008-01-02 00:00:00,-428081947340 ,0 ,362225615760 ,65856331580 
2008-01-03 00:00:00,161248923550 ,0 ,158970331135 ,-320219254685 
2008-01-04 00:00:00,59369167223 ,0 ,40068770025 ,-99437937248 
2008-01-07 00:00:00,219647730825 ,0 ,280930289285 ,-500578020110 
2008-01-08 00:00:00,312234209165 ,0 ,57220170295 ,-369454379460 
2008-01-09 00:00:00,290944879260 ,0 ,87292194070 ,-378237073330 
2008-01-10 00:00:00,-219499926840 ,0 ,296839133240 ,-77339206400 
2008-01-11 00:00:00,-105541734140 ,0 ,247517172865 ,-141975438725 
2008-01-14 00:00:00,527965566540 ,0 ,18803633520 ,-546769200060 
2008-01-15 00:00:00,349160170645 ,0 ,-3677353675 ,-345482816970 
2008-01-16 00:00:00,871318458845 ,0 ,144915606615 ,-1016234065460 
2008-01-17 00:00:00,473570010342 ,0 ,224662953000 ,-698232963342 
2008-01-18 00:00:00,685236862275 ,0 ,320366887535 ,-1005603749810 
2008-01-21 00:00:00,219305023880 ,0 ,189868597570 ,-409173621450 
2008-01-22 00:00:00,985911940835 ,0 ,-156972296565 ,-828939644270 
2008-01-23 00:00:00,520257249810 ,0 ,50874604930 ,-571131854740 
2008-01-24 00:00:00,411539533546 ,0 ,-8304595930 ,-403234937616 
2008-01-25 00:00:00,232781742607 ,0 ,-133685844245 ,-99095898362 
2008-01-28 00:00:00,173938078200 ,0 ,94672824440 ,-268610902640 
2008-01-29 00:00:00,347752406635 ,0 ,60775529655 ,-408527936290 
2008-01-30 00:00:00,180462535610 ,0 ,-91112740665 ,-89349794945 
2008-01-31 00:00:00,502726208835 ,0 ,-489014684175 ,-13711524660 
2008-02-01 00:00:00,-163806917580 ,0 ,86537086280 ,77269831300 
2008-02-04 00:00:00,116495372307 ,0 ,-382055668685 ,265560296378 
2008-02-05 00:00:00,315446737555 ,0 ,-147475255235 ,-167971482320 
2008-02-11 00:00:00,211558013260 ,0 ,294118676850 ,-505676690110 
2008-02-12 00:00:00,191612638610 ,0 ,235787845860 ,-427400484470 
2008-02-13 00:00:00,26296247650 ,0 ,226098759055 ,-252395006705 
2008-02-14 00:00:00,717257972151 ,0 ,-467984677315 ,-249273294836 
2008-02-15 00:00:00,62940672180 ,0 ,14823702720 ,-77764374900 
