일자,유가증권신용거래융자
2012-01-20,"2,864,190"
2012-01-19,"2,884,055"
2012-01-18,"2,899,670"
2012-01-17,"2,871,268"
2012-01-16,"2,880,624"
2012-01-13,"2,870,179"
2012-01-12,"2,886,936"
2012-01-11,"2,900,762"
2012-01-10,"2,856,518"
2012-01-09,"2,836,887"
2012-01-06,"2,838,736"
2012-01-05,"2,892,014"
2012-01-04,"2,929,316"
2012-01-03,"2,926,496"
2012-01-02,"2,944,083"
2011-12-30,"2,912,388"
2011-12-29,"2,947,102"
2011-12-28,"2,994,460"
2011-12-27,"2,987,437"
2011-12-26,"3,018,041"
2011-12-23,"3,019,206"
2011-12-22,"3,040,758"
2011-12-21,"3,028,011"
2011-12-20,"3,141,322"
2011-12-19,"3,125,112"
2011-12-16,"3,108,589"
2011-12-15,"3,094,707"
2011-12-14,"3,068,863"
2011-12-13,"3,048,802"
2011-12-12,"3,014,334"
2011-12-09,"2,989,865"
2011-12-08,"2,968,335"
2011-12-07,"2,987,934"
2011-12-06,"2,959,901"
2011-12-05,"2,968,954"
2011-12-02,"3,019,778"
2011-12-01,"3,042,872"
2011-11-30,"3,116,083"
2011-11-29,"3,102,991"
2011-11-28,"3,154,740"
2011-11-25,"3,164,625"
2011-11-24,"3,217,299"
2011-11-23,"3,167,739"
2011-11-22,"3,189,468"
2011-11-21,"3,159,635"
2011-11-18,"3,081,227"
2011-11-17,"3,105,593"
2011-11-16,"3,104,705"
2011-11-15,"3,128,602"
2011-11-14,"3,094,648"
2011-11-11,"3,089,942"
2011-11-10,"3,092,154"
2011-11-09,"3,132,618"
2011-11-08,"3,108,209"
2011-11-07,"3,089,258"
2011-11-04,"3,117,749"
2011-11-03,"3,070,286"
2011-11-02,"3,007,985"
2011-11-01,"2,977,461"
2011-10-31,"3,058,560"
2011-10-28,"3,038,024"
2011-10-27,"2,980,615"
2011-10-26,"3,008,415"
2011-10-25,"3,021,450"
2011-10-24,"2,984,065"
2011-10-21,"2,989,559"
2011-10-20,"2,981,550"
2011-10-19,"2,970,308"
2011-10-18,"2,947,427"
2011-10-17,"2,937,771"
2011-10-14,"2,946,109"
2011-10-13,"2,893,312"
2011-10-12,"2,959,426"
2011-10-11,"2,931,159"
2011-10-10,"3,006,478"
2011-10-07,"3,050,191"
2011-10-06,"3,118,980"
2011-10-05,"3,111,337"
2011-10-04,"3,121,159"
2011-09-30,"3,094,536"
2011-09-29,"3,151,373"
2011-09-28,"3,164,480"
2011-09-27,"3,401,059"
2011-09-26,"3,444,874"
2011-09-23,"3,435,688"
2011-09-22,"3,419,605"
2011-09-21,"3,400,285"
2011-09-20,"3,439,060"
2011-09-19,"3,481,255"
2011-09-16,"3,500,455"
2011-09-15,"3,556,559"
2011-09-14,"3,559,038"
2011-09-09,"3,653,241"
2011-09-08,"3,593,166"
2011-09-07,"3,594,904"
2011-09-06,"3,536,067"
2011-09-05,"3,487,613"
2011-09-02,"3,553,788"
2011-09-01,"3,560,474"
2011-08-31,"3,589,127"
2011-08-30,"3,591,862"
2011-08-29,"3,597,288"
2011-08-26,"3,629,491"
2011-08-25,"3,687,004"
2011-08-24,"3,720,652"
2011-08-23,"3,841,973"
2011-08-22,"3,997,419"
2011-08-19,"4,017,347"
2011-08-18,"4,029,597"
2011-08-17,"4,066,798"
2011-08-16,"4,151,504"
2011-08-12,"4,147,308"
2011-08-11,"4,158,400"
2011-08-10,"4,314,466"
2011-08-09,"4,593,730"
2011-08-08,"4,841,846"
2011-08-05,"4,908,035"
2011-08-04,"4,875,802"
2011-08-03,"4,845,748"
2011-08-02,"4,828,707"
2011-08-01,"4,862,960"
2011-07-29,"4,857,692"
2011-07-28,"4,869,198"
2011-07-27,"4,817,823"
2011-07-26,"4,836,330"
2011-07-25,"4,855,982"
2011-07-22,"4,866,375"
2011-07-21,"4,875,213"
2011-07-20,"4,838,849"
2011-07-19,"4,827,776"
2011-07-18,"4,814,364"
2011-07-15,"4,781,112"
2011-07-14,"4,719,046"
2011-07-13,"4,672,243"
2011-07-12,"4,668,352"
2011-07-11,"4,655,092"
2011-07-08,"4,684,565"
2011-07-07,"4,639,105"
2011-07-06,"4,657,899"
2011-07-05,"4,686,927"
2011-07-04,"4,729,259"
2011-07-01,"4,785,508"
2011-06-30,"4,822,675"
2011-06-29,"4,876,426"
2011-06-28,"4,832,077"
2011-06-27,"4,857,493"
2011-06-24,"4,835,682"
2011-06-23,"4,870,154"
2011-06-22,"4,888,705"
2011-06-21,"4,919,843"
2011-06-20,"4,949,561"
2011-06-17,"4,948,795"
2011-06-16,"4,991,691"
2011-06-15,"4,994,397"
2011-06-14,"5,057,615"
2011-06-13,"5,103,885"
2011-06-10,"5,014,787"
2011-06-09,"5,001,496"
2011-06-08,"4,993,271"
2011-06-07,"5,009,544"
2011-06-03,"4,995,780"
2011-06-02,"5,015,246"
2011-06-01,"5,081,765"
2011-05-31,"5,083,878"
2011-05-30,"5,121,764"
2011-05-27,"5,125,878"
2011-05-26,"5,210,403"
2011-05-25,"5,196,706"
2011-05-24,"5,223,904"
2011-05-23,"5,248,765"
2011-05-20,"5,311,540"
2011-05-19,"5,327,958"
2011-05-18,"5,309,080"
2011-05-17,"5,284,894"
2011-05-16,"5,292,365"
2011-05-13,"5,204,027"
2011-05-12,"5,232,711"
2011-05-11,"5,266,585"
2011-05-09,"5,250,257"
2011-05-06,"5,255,959"
2011-05-04,"5,250,400"
2011-05-03,"5,250,584"
2011-05-02,"5,276,055"
2011-04-29,"5,253,965"
2011-04-28,"5,253,969"
2011-04-27,"5,204,430"
2011-04-26,"5,139,379"
2011-04-25,"5,066,242"
2011-04-22,"5,077,416"
2011-04-21,"5,068,348"
2011-04-20,"5,004,247"
2011-04-19,"4,953,879"
2011-04-18,"4,875,093"
2011-04-15,"4,820,038"
2011-04-14,"4,777,570"
2011-04-13,"4,731,602"
2011-04-12,"4,685,864"
2011-04-11,"4,628,425"
2011-04-08,"4,575,672"
2011-04-07,"4,556,786"
2011-04-06,"4,542,506"
2011-04-05,"4,444,670"
2011-04-04,"4,471,522"
2011-04-01,"4,510,502"
2011-03-31,"4,546,277"
2011-03-30,"4,516,295"
2011-03-29,"4,471,346"
2011-03-28,"4,472,348"
2011-03-25,"4,462,384"
2011-03-24,"4,421,072"
2011-03-23,"4,415,966"
2011-03-22,"4,402,100"
2011-03-21,"4,441,118"
2011-03-18,"4,432,828"
2011-03-17,"4,443,796"
2011-03-16,"4,552,161"
2011-03-15,"4,608,789"
2011-03-14,"4,595,981"
2011-03-11,"4,530,264"
2011-03-10,"4,543,340"
2011-03-09,"4,520,948"
2011-03-08,"4,504,398"
2011-03-07,"4,602,845"
2011-03-04,"4,606,161"
2011-03-03,"4,602,155"
2011-03-02,"4,659,297"
2011-02-28,"4,676,706"
2011-02-25,"4,702,415"
2011-02-24,"4,713,484"
2011-02-23,"4,760,788"
2011-02-22,"4,747,170"
2011-02-21,"4,738,275"
2011-02-18,"4,788,870"
2011-02-17,"4,840,925"
2011-02-16,"4,852,153"
2011-02-15,"4,905,132"
2011-02-14,"4,936,241"
2011-02-11,"4,871,816"
2011-02-10,"4,844,787"
2011-02-09,"4,812,348"
2011-02-08,"4,809,923"
2011-02-07,"4,803,909"
2011-02-01,"4,791,628"
2011-01-31,"4,784,576"
2011-01-28,"4,743,068"
2011-01-27,"4,747,069"
2011-01-26,"4,807,930"
2011-01-25,"4,808,662"
2011-01-24,"4,813,655"
2011-01-21,"4,783,352"
2011-01-20,"4,741,372"
2011-01-19,"4,721,651"
2011-01-18,"4,697,204"
2011-01-17,"4,663,286"
2011-01-14,"4,579,984"
2011-01-13,"4,564,061"
2011-01-12,"4,528,432"
2011-01-11,"4,510,027"
2011-01-10,"4,464,928"
2011-01-07,"4,459,092"
2011-01-06,"4,449,676"
2011-01-05,"4,456,679"
2011-01-04,"4,468,568"
2011-01-03,"4,498,839"
2010-12-31,"4,497,878"
2010-12-30,"4,499,717"
2010-12-29,"4,528,042"
2010-12-28,"4,524,629"
2010-12-27,"4,535,705"
2010-12-24,"4,537,459"
2010-12-23,"4,521,651"
2010-12-22,"4,403,948"
2010-12-21,"4,467,644"
2010-12-20,"4,457,453"
2010-12-17,"4,434,227"
2010-12-16,"4,398,797"
2010-12-15,"4,379,303"
2010-12-14,"4,365,459"
2010-12-13,"4,318,773"
2010-12-10,"4,326,538"
2010-12-09,"4,326,086"
2010-12-08,"4,299,024"
2010-12-07,"4,252,897"
2010-12-06,"4,236,043"
2010-12-03,"4,233,756"
2010-12-02,"4,189,189"
2010-12-01,"4,196,704"
2010-11-30,"4,194,778"
2010-11-29,"4,297,314"
2010-11-26,"4,299,717"
2010-11-25,"4,364,192"
2010-11-24,"4,400,065"
2010-11-23,"4,361,684"
2010-11-22,"4,374,052"
2010-11-19,"4,348,711"
2010-11-18,"4,292,245"
2010-11-17,"4,302,561"
2010-11-16,"4,288,794"
2010-11-15,"4,372,656"
2010-11-12,"4,284,215"
2010-11-11,"4,263,902"
2010-11-10,"4,244,505"
2010-11-09,"4,226,896"
2010-11-08,"4,259,278"
2010-11-05,"4,246,677"
2010-11-04,"4,254,329"
2010-11-03,"4,226,472"
2010-11-02,"4,206,413"
2010-11-01,"4,185,786"
2010-10-29,"4,164,411"
2010-10-28,"4,116,223"
2010-10-27,"4,092,535"
2010-10-26,"4,071,984"
2010-10-25,"4,109,049"
2010-10-22,"4,100,341"
2010-10-21,"4,040,810"
2010-10-20,"4,044,490"
2010-10-19,"4,013,512"
2010-10-18,"3,985,806"
2010-10-15,"3,975,519"
2010-10-14,"3,961,987"
2010-10-13,"3,946,944"
2010-10-12,"3,929,328"
2010-10-11,"3,894,733"
2010-10-08,"3,876,079"
2010-10-07,"3,875,931"
2010-10-06,"3,841,588"
2010-10-05,"3,830,237"
2010-10-04,"3,821,017"
2010-10-01,"3,836,415"
2010-09-30,"3,828,654"
2010-09-29,"3,771,719"
2010-09-28,"3,745,662"
2010-09-27,"3,729,379"
2010-09-24,"3,721,405"
2010-09-20,"3,735,485"
2010-09-17,"3,761,294"
2010-09-16,"3,754,151"
2010-09-15,"3,747,519"
2010-09-14,"3,713,034"
2010-09-13,"3,733,088"
2010-09-10,"3,716,926"
2010-09-09,"3,689,379"
2010-09-08,"3,668,420"
2010-09-07,"3,634,206"
2010-09-06,"3,641,294"
2010-09-03,"3,669,074"
2010-09-02,"3,621,108"
2010-09-01,"3,653,639"
2010-08-31,"3,663,625"
2010-08-30,"3,661,692"
2010-08-27,"3,677,976"
2010-08-26,"3,673,954"
2010-08-25,"3,660,000"
2010-08-24,"3,645,600"
2010-08-23,"3,636,529"
2010-08-20,"3,661,542"
2010-08-19,"3,680,313"
2010-08-18,"3,674,348"
2010-08-17,"3,651,548"
2010-08-16,"3,618,967"
2010-08-13,"3,597,963"
2010-08-12,"3,595,646"
2010-08-11,"3,623,257"
2010-08-10,"3,632,497"
2010-08-09,"3,617,568"
2010-08-06,"3,621,386"
2010-08-05,"3,576,529"
2010-08-04,"3,597,244"
2010-08-03,"3,559,412"
2010-08-02,"3,569,551"
2010-07-30,"3,580,383"
2010-07-29,"3,568,310"
2010-07-28,"3,577,338"
2010-07-27,"3,572,842"
2010-07-26,"3,595,103"
2010-07-23,"3,600,284"
2010-07-22,"3,582,555"
2010-07-21,"3,542,296"
2010-07-20,"3,515,152"
2010-07-19,"3,509,790"
2010-07-16,"3,482,808"
2010-07-15,"3,490,958"
2010-07-14,"3,503,602"
2010-07-13,"3,526,999"
2010-07-12,"3,562,978"
2010-07-09,"3,566,739"
2010-07-08,"3,546,918"
2010-07-07,"3,542,530"
2010-07-06,"3,513,875"
2010-07-05,"3,456,515"
2010-07-02,"3,435,185"
2010-07-01,"3,396,827"
2010-06-30,"3,466,482"
2010-06-29,"3,438,075"
2010-06-28,"3,431,304"
2010-06-25,"3,434,758"
2010-06-24,"3,409,493"
2010-06-23,"3,378,974"
2010-06-22,"3,373,637"
2010-06-21,"3,360,592"
2010-06-18,"3,358,789"
2010-06-17,"3,383,663"
2010-06-16,"3,346,016"
2010-06-15,"3,378,836"
2010-06-14,"3,409,280"
2010-06-11,"3,372,975"
2010-06-10,"3,380,782"
2010-06-09,"3,316,361"
2010-06-08,"3,317,512"
2010-06-07,"3,313,967"
2010-06-04,"3,322,569"
2010-06-03,"3,343,531"
2010-06-01,"3,314,616"
2010-05-31,"3,360,943"
2010-05-28,"3,333,336"
2010-05-27,"3,315,149"
2010-05-26,"3,440,269"
2010-05-25,"3,479,243"
2010-05-24,"3,519,682"
2010-05-20,"3,501,457"
2010-05-19,"3,512,425"
2010-05-18,"3,514,197"
2010-05-17,"3,462,254"
2010-05-14,"3,453,302"
2010-05-13,"3,436,131"
2010-05-12,"3,486,644"
2010-05-11,"3,404,578"
2010-05-10,"3,434,544"
2010-05-07,"3,435,941"
2010-05-06,"3,415,945"
2010-05-04,"3,416,891"
2010-05-03,"3,413,875"
2010-04-30,"3,388,307"
2010-04-29,"3,354,039"
2010-04-28,"3,313,406"
2010-04-27,"3,304,126"
2010-04-26,"3,292,419"
2010-04-23,"3,272,429"
2010-04-22,"3,257,325"
2010-04-21,"3,217,158"
2010-04-20,"3,220,535"
2010-04-19,"3,210,329"
2010-04-16,"3,239,750"
2010-04-15,"3,219,241"
2010-04-14,"3,224,120"
2010-04-13,"3,229,328"
2010-04-12,"3,180,022"
2010-04-09,"3,168,370"
2010-04-08,"3,165,086"
2010-04-07,"3,165,297"
2010-04-06,"3,128,663"
2010-04-05,"3,090,934"
2010-04-02,"3,037,095"
2010-04-01,"3,025,078"
2010-03-31,"3,001,187"
2010-03-30,"3,012,091"
2010-03-29,"2,993,965"
2010-03-26,"2,974,591"
2010-03-25,"2,981,684"
2010-03-24,"2,963,998"
2010-03-23,"2,931,107"
2010-03-22,"2,944,273"
2010-03-19,"2,949,829"
2010-03-18,"2,982,214"
2010-03-17,"2,935,009"
2010-03-16,"2,941,480"
2010-03-15,"2,954,575"
2010-03-12,"2,945,638"
2010-03-11,"2,954,101"
2010-03-10,"2,947,729"
2010-03-09,"2,964,742"
2010-03-08,"2,975,616"
2010-03-05,"2,989,444"
2010-03-04,"3,011,143"
2010-03-03,"3,054,663"
2010-03-02,"3,037,926"
2010-02-26,"3,043,268"
2010-02-25,"3,029,853"
2010-02-24,"3,036,904"
2010-02-23,"3,047,057"
2010-02-22,"3,094,052"
2010-02-19,"3,104,073"
2010-02-18,"3,156,201"
2010-02-17,"3,182,477"
2010-02-16,"3,161,645"
2010-02-12,"3,175,325"
2010-02-11,"3,178,756"
2010-02-10,"3,169,673"
2010-02-09,"3,189,366"
2010-02-08,"3,283,685"
2010-02-05,"3,276,600"
2010-02-04,"3,270,067"
2010-02-03,"3,276,485"
2010-02-02,"3,258,617"
2010-02-01,"3,338,598"
2010-01-29,"3,352,534"
2010-01-28,"3,358,236"
2010-01-27,"3,405,052"
2010-01-26,"3,405,311"
2010-01-25,"3,388,170"
2010-01-22,"3,363,738"
2010-01-21,"3,363,007"
2010-01-20,"3,335,596"
2010-01-19,"3,291,890"
2010-01-18,"3,269,669"
2010-01-15,"3,245,227"
2010-01-14,"3,212,730"
2010-01-13,"3,226,653"
2010-01-12,"3,205,206"
2010-01-11,"3,136,682"
2010-01-08,"3,125,529"
2010-01-07,"3,132,712"
2010-01-06,"3,148,767"
2010-01-05,"3,158,116"
2010-01-04,"3,207,851"
2009-12-31,"3,206,115"
2009-12-30,"3,207,964"
2009-12-29,"3,196,482"
2009-12-28,"3,225,201"
2009-12-24,"3,251,959"
2009-12-23,"3,274,819"
2009-12-22,"3,273,418"
2009-12-21,"3,247,334"
2009-12-18,"3,243,216"
2009-12-17,"3,239,311"
2009-12-16,"3,221,038"
2009-12-15,"3,168,926"
2009-12-14,"3,123,112"
2009-12-11,"3,132,205"
2009-12-10,"3,122,363"
2009-12-09,"3,119,608"
2009-12-08,"3,119,832"
2009-12-07,"3,142,346"
2009-12-04,"3,168,653"
2009-12-03,"3,188,506"
2009-12-02,"3,215,388"
2009-12-01,"3,214,056"
2009-11-30,"3,283,074"
2009-11-27,"3,302,972"
2009-11-26,"3,291,371"
2009-11-25,"3,288,642"
2009-11-24,"3,271,977"
2009-11-23,"3,250,130"
2009-11-20,"3,294,594"
2009-11-19,"3,288,512"
2009-11-18,"3,315,674"
2009-11-17,"3,309,701"
2009-11-16,"3,340,072"
2009-11-13,"3,309,864"
2009-11-12,"3,298,127"
2009-11-11,"3,334,036"
2009-11-10,"3,364,372"
2009-11-09,"3,381,292"
2009-11-06,"3,412,502"
2009-11-05,"3,414,598"
2009-11-04,"3,423,635"
2009-11-03,"3,488,016"
2009-11-02,"3,494,482"
2009-10-30,"3,476,398"
2009-10-29,"3,522,460"
2009-10-28,"3,509,777"
2009-10-27,"3,548,463"
2009-10-26,"3,562,508"
2009-10-23,"3,572,619"
2009-10-22,"3,586,944"
2009-10-21,"3,596,679"
2009-10-20,"3,569,084"
2009-10-19,"3,581,628"
2009-10-16,"3,610,150"
2009-10-15,"3,601,920"
2009-10-14,"3,569,114"
2009-10-13,"3,556,743"
2009-10-12,"3,597,881"
2009-10-09,"3,541,891"
2009-10-08,"3,584,330"
2009-10-07,"3,618,994"
2009-10-06,"3,578,309"
2009-10-05,"3,602,192"
2009-10-01,"3,672,556"
2009-09-30,"3,680,152"
2009-09-29,"3,657,140"
2009-09-28,"3,594,062"
2009-09-25,"3,598,856"
2009-09-24,"3,557,589"
2009-09-23,"3,515,137"
2009-09-22,"3,504,658"
2009-09-21,"3,496,853"
2009-09-18,"3,480,510"
2009-09-17,"3,526,355"
2009-09-16,"3,480,939"
2009-09-15,"3,486,006"
2009-09-14,"3,485,813"
2009-09-11,"3,527,284"
2009-09-10,"3,505,379"
2009-09-09,"3,467,973"
2009-09-08,"3,440,754"
2009-09-07,"3,419,626"
2009-09-04,"3,405,394"
2009-09-03,"3,377,786"
2009-09-02,"3,311,770"
2009-09-01,"3,310,897"
2009-08-31,"3,307,293"
2009-08-28,"3,329,418"
2009-08-27,"3,283,358"
2009-08-26,"3,267,580"
2009-08-25,"3,182,716"
2009-08-24,"3,143,934"
2009-08-21,"3,113,719"
2009-08-20,"3,100,464"
2009-08-19,"3,078,749"
2009-08-18,"3,065,751"
2009-08-17,"3,060,470"
2009-08-14,"3,004,820"
2009-08-13,"2,949,283"
2009-08-12,"2,929,425"
2009-08-11,"2,926,916"
2009-08-10,"2,904,954"
2009-08-07,"2,878,179"
2009-08-06,"2,871,622"
2009-08-05,"2,881,063"
2009-08-04,"2,850,498"
2009-08-03,"2,860,759"
2009-07-31,"2,815,911"
2009-07-30,"2,785,711"
2009-07-29,"2,792,602"
2009-07-28,"2,776,239"
2009-07-27,"2,816,275"
2009-07-24,"2,820,807"
2009-07-23,"2,797,832"
2009-07-22,"2,799,582"
2009-07-21,"2,816,554"
2009-07-20,"2,819,479"
2009-07-17,"2,866,271"
2009-07-16,"2,859,498"
2009-07-15,"2,855,675"
2009-07-14,"2,938,053"
2009-07-13,"2,963,071"
2009-07-10,"2,941,666"
2009-07-09,"2,922,394"
2009-07-08,"2,891,771"
2009-07-07,"2,895,983"
2009-07-06,"2,908,013"
2009-07-03,"2,899,707"
2009-07-02,"2,889,398"
2009-07-01,"2,933,441"
2009-06-30,"2,956,740"
2009-06-29,"2,986,517"
2009-06-26,"3,004,019"
2009-06-25,"2,993,349"
2009-06-24,"3,037,217"
2009-06-23,"3,040,805"
2009-06-22,"3,035,863"
2009-06-19,"3,045,398"
2009-06-18,"3,019,146"
2009-06-17,"2,995,478"
2009-06-16,"2,977,451"
2009-06-15,"2,966,244"
2009-06-12,"2,984,120"
2009-06-11,"3,005,113"
2009-06-10,"2,986,361"
2009-06-09,"2,988,988"
2009-06-08,"2,944,683"
2009-06-05,"2,945,237"
2009-06-04,"2,893,965"
2009-06-03,"2,889,613"
2009-06-02,"2,857,983"
2009-06-01,"2,868,159"
2009-05-29,"2,881,012"
2009-05-28,"2,909,362"
2009-05-27,"2,884,378"
2009-05-26,"2,884,899"
2009-05-25,"2,848,676"
2009-05-22,"2,854,761"
2009-05-21,"2,853,016"
2009-05-20,"2,814,117"
2009-05-19,"2,788,921"
2009-05-18,"2,789,894"
2009-05-15,"2,731,301"
2009-05-14,"2,692,779"
2009-05-13,"2,687,039"
2009-05-12,"2,680,344"
2009-05-11,"2,635,355"
2009-05-08,"2,596,752"
2009-05-07,"2,564,275"
2009-05-06,"2,486,129"
2009-05-04,"2,497,031"
2009-04-30,"2,488,703"
2009-04-29,"2,496,149"
2009-04-28,"2,486,332"
2009-04-27,"2,478,825"
2009-04-24,"2,440,948"
2009-04-23,"2,376,213"
2009-04-22,"2,326,607"
2009-04-21,"2,272,310"
2009-04-20,"2,253,109"
2009-04-17,"2,194,271"
2009-04-16,"2,147,942"
2009-04-15,"2,078,190"
2009-04-14,"2,028,792"
2009-04-13,"1,968,170"
2009-04-10,"1,875,654"
2009-04-09,"1,815,044"
2009-04-08,"1,767,124"
2009-04-07,"1,692,653"
2009-04-06,"1,722,423"
2009-04-03,"1,692,461"
2009-04-02,"1,703,376"
2009-04-01,"1,643,189"
2009-03-31,"1,624,975"
2009-03-30,"1,542,087"
2009-03-27,"1,514,240"
2009-03-26,"1,445,070"
2009-03-25,"1,458,464"
2009-03-24,"1,422,469"
2009-03-23,"1,419,748"
2009-03-20,"1,476,582"
2009-03-19,"1,487,444"
2009-03-18,"1,476,852"
2009-03-17,"1,464,510"
2009-03-16,"1,403,259"
2009-03-13,"1,430,688"
2009-03-12,"1,472,061"
2009-03-11,"1,459,552"
2009-03-10,"1,464,559"
2009-03-09,"1,428,567"
2009-03-06,"1,450,377"
2009-03-05,"1,431,974"
2009-03-04,"1,436,497"
2009-03-03,"1,448,201"
2009-03-02,"1,463,551"
2009-02-27,"1,477,999"
2009-02-26,"1,480,324"
2009-02-25,"1,493,851"
2009-02-24,"1,470,900"
2009-02-23,"1,521,919"
2009-02-20,"1,501,457"
2009-02-19,"1,439,703"
2009-02-18,"1,472,451"
2009-02-17,"1,470,637"
2009-02-16,"1,439,423"
2009-02-13,"1,401,675"
2009-02-12,"1,369,256"
2009-02-11,"1,342,830"
2009-02-10,"1,345,372"
2009-02-09,"1,277,154"
2009-02-06,"1,291,941"
2009-02-05,"1,285,126"
2009-02-04,"1,259,604"
2009-02-03,"1,244,175"
2009-02-02,"1,232,763"
2009-01-30,"1,282,240"
2009-01-29,"1,295,265"
2009-01-28,"1,304,011"
2009-01-23,"1,287,520"
2009-01-22,"1,276,915"
2009-01-21,"1,288,988"
2009-01-20,"1,280,762"
2009-01-19,"1,245,722"
2009-01-16,"1,300,988"
2009-01-15,"1,288,784"
2009-01-14,"1,243,588"
2009-01-13,"1,238,471"
2009-01-12,"1,214,963"
2009-01-09,"1,161,858"
2009-01-08,"1,165,253"
2009-01-07,"1,167,549"
2009-01-06,"1,172,325"
2009-01-05,"1,147,489"
2009-01-02,"1,195,185"
2008-12-31,"1,218,523"
2008-12-30,"1,219,003"
2008-12-29,"1,236,629"
2008-12-26,"1,235,168"
2008-12-24,"1,233,898"
2008-12-23,"1,217,573"
2008-12-22,"1,218,793"
2008-12-19,"1,195,286"
2008-12-18,"1,189,068"
2008-12-17,"1,152,322"
2008-12-16,"1,075,736"
2008-12-15,"1,057,981"
2008-12-12,"1,089,007"
2008-12-11,"1,061,970"
2008-12-10,"1,087,396"
2008-12-09,"1,041,828"
2008-12-08,"1,031,133"
2008-12-05,"1,036,676"
2008-12-04,"998,636"
2008-12-03,"988,314"
2008-12-02,"968,627"
2008-12-01,"1,004,644"
2008-11-28,"1,007,206"
2008-11-27,"980,301"
2008-11-26,"997,357"
2008-11-25,"1,009,957"
2008-11-24,"983,634"
2008-11-21,"1,075,351"
2008-11-20,"1,081,285"
2008-11-19,"1,101,271"
2008-11-18,"1,085,934"
2008-11-17,"1,030,190"
2008-11-14,"1,046,709"
2008-11-13,"1,024,080"
2008-11-12,"1,046,079"
2008-11-11,"1,016,768"
2008-11-10,"958,381"
2008-11-07,"982,410"
2008-11-06,"1,005,148"
2008-11-05,"949,052"
2008-11-04,"900,825"
2008-11-03,"944,671"
2008-10-31,"875,114"
2008-10-30,"951,710"
2008-10-29,"972,274"
2008-10-28,"1,167,837"
2008-10-27,"1,369,152"
2008-10-24,"1,456,783"
2008-10-23,"1,509,430"
2008-10-22,"1,558,719"
2008-10-21,"1,615,066"
2008-10-20,"1,623,382"
2008-10-17,"1,684,844"
2008-10-16,"1,652,134"
2008-10-15,"1,673,533"
2008-10-14,"1,654,115"
2008-10-13,"1,715,612"
2008-10-10,"1,739,547"
2008-10-09,"1,824,034"
2008-10-08,"1,805,563"
2008-10-07,"1,836,425"
2008-10-06,"1,835,608"
2008-10-02,"1,804,780"
2008-10-01,"1,833,823"
2008-09-30,"1,793,676"
2008-09-29,"1,814,931"
2008-09-26,"1,774,013"
2008-09-25,"1,729,681"
2008-09-24,"1,679,065"
2008-09-23,"1,753,334"
2008-09-22,"1,768,294"
2008-09-19,"1,742,753"
2008-09-18,"1,708,593"
2008-09-17,"1,805,565"
2008-09-16,"1,809,600"
2008-09-12,"1,763,865"
2008-09-11,"1,728,106"
2008-09-10,"1,713,403"
2008-09-09,"1,694,837"
2008-09-08,"1,701,920"
2008-09-05,"1,698,032"
2008-09-04,"1,733,694"
2008-09-03,"1,871,727"
2008-09-02,"2,000,057"
2008-09-01,"2,061,199"
2008-08-29,"2,098,390"
2008-08-28,"2,137,425"
2008-08-27,"2,179,439"
2008-08-26,"2,223,758"
2008-08-25,"2,273,605"
2008-08-22,"2,337,775"
2008-08-21,"2,317,578"
2008-08-20,"2,325,218"
2008-08-19,"2,342,970"
2008-08-18,"2,334,360"
2008-08-14,"2,326,655"
2008-08-13,"2,358,902"
2008-08-12,"2,395,611"
2008-08-11,"2,389,118"
2008-08-08,"2,409,013"
2008-08-07,"2,416,012"
2008-08-06,"2,446,205"
2008-08-05,"2,444,546"
2008-08-04,"2,456,463"
2008-08-01,"2,469,205"
2008-07-31,"2,468,153"
2008-07-30,"2,457,349"
2008-07-29,"2,428,195"
2008-07-28,"2,421,011"
2008-07-25,"2,453,908"
2008-07-24,"2,449,588"
2008-07-23,"2,464,366"
2008-07-22,"2,485,952"
2008-07-21,"2,523,137"
2008-07-18,"2,519,877"
2008-07-17,"2,506,870"
2008-07-16,"2,541,130"
2008-07-15,"2,528,774"
2008-07-14,"2,526,827"
2008-07-11,"2,551,100"
2008-07-10,"2,603,257"
2008-07-09,"2,708,819"
2008-07-08,"2,749,228"
2008-07-07,"2,806,491"
2008-07-04,"2,879,925"
2008-07-03,"2,998,629"
2008-07-02,"3,051,553"
2008-07-01,"3,124,499"
2008-06-30,"3,174,399"
2008-06-27,"3,212,766"
2008-06-26,"3,210,588"
2008-06-25,"3,212,300"
2008-06-24,"3,218,516"
2008-06-23,"3,215,755"
2008-06-20,"3,216,823"
2008-06-19,"3,220,093"
2008-06-18,"3,226,292"
2008-06-17,"3,244,792"
2008-06-16,"3,282,496"
2008-06-13,"3,250,466"
2008-06-12,"3,211,065"
2008-06-11,"3,235,531"
2008-06-10,"3,246,690"
2008-06-09,"3,233,612"
2008-06-05,"3,211,297"
2008-06-04,"3,202,566"
2008-06-03,"3,185,002"
2008-06-02,"3,182,219"
2008-05-30,"3,227,681"
2008-05-29,"3,253,383"
2008-05-28,"3,244,794"
2008-05-27,"3,250,291"
2008-05-26,"3,256,000"
2008-05-23,"3,193,552"
2008-05-22,"3,192,921"
2008-05-21,"3,155,199"
2008-05-20,"3,115,153"
2008-05-19,"3,098,438"
2008-05-16,"3,115,269"
2008-05-15,"3,089,231"
2008-05-14,"3,087,199"
2008-05-13,"3,045,678"
2008-05-09,"2,998,322"
2008-05-08,"3,002,085"
