date,주식형ETF설정액,주식형ETF해지액,주식형ETF증감,ETF제외주식형설정,ETF제외주식형해지,ETF제외주식형증감,단기금융설정,단기금융해지,단기금융증감,파생상품설정,파생상품해지,파생상품증감
2021-01-13,1617,6448,-4831,17487,15870,-18533,"68,595","35,148","33,447","4,283","2,339","1,944"
2021-01-12,1749,4210,-2461,8547,6798,-7111,"27,624","19,969","7,654","2,646","5,243","-2,597"
2021-01-11,1281,2196,-915,4515,3234,-41,"29,716","33,424","-3,708","2,000","2,600",-599
2021-01-08,1071,2292,-1221,9007,7936,-7039,"89,756","63,553","26,203","2,171","2,066",105
2021-01-07,1467,2686,-1219,5820,4354,-2674,"60,845","41,859","18,986","2,418","3,438","-1,020"
2021-01-06,1475,2197,-722,5624,4149,-605,"89,941","21,782","68,159","1,760","3,506","-1,746"
2021-01-05,1449,3060,-1611,5436,3987,-2305,"108,247","44,161","64,086","1,723","3,069","-1,346"
2021-01-04,546,3405,-2859,9425,8879,-9186,"64,881","67,841","-2,961",870,"3,351","-2,481"
2020-12-31,762,1,761,1,-761,760,"60,093","90,049","-29,956","1,060",426,635
2020-12-30,832,1260,-428,1610,778,-2012,"44,921","90,834","-45,913","1,509","2,495",-986
2020-12-29,936,2559,-1623,4669,3733,-623,"46,755","69,438","-22,683",962,"2,869","-1,908"
2020-12-28,913,1591,-678,4879,3967,-350,"27,518","84,479","-56,961","1,546","3,245","-1,699"
2020-12-24,701,809,-108,3623,2922,-1959,"26,551","47,267","-20,716","1,566","1,499",67
2020-12-23,1029,1249,-221,2811,1782,-224,"23,701","51,372","-27,671",925,"2,617","-1,693"
2020-12-22,844,1249,-405,4541,3697,-3290,"30,601","42,157","-11,556","1,103","2,147","-1,044"
2020-12-21,1369,786,582,2274,905,524,"29,892","56,580","-26,688","1,049","3,107","-2,058"
2020-12-18,649,909,-259,2116,1468,-809,"19,758","43,504","-23,746","1,599","1,789",-190
2020-12-17,628,983,-355,4915,4287,-1693,"25,314","27,033","-1,719","1,079","3,674","-2,595"
2020-12-16,627,818,-191,7552,6926,-4885,"51,578","45,088","6,490","1,246","1,005",241
2020-12-15,522,1052,-530,3238,2715,335,"57,623","55,497","2,126","1,383","2,731","-1,348"
2020-12-14,545,1141,-596,1468,923,-403,"22,327","30,983","-8,656","4,206","2,142","2,063"
2020-12-11,820,1059,-239,2373,1553,-1622,"49,282","28,949","20,333","1,111","1,691",-580
2020-12-10,548,1163,-615,1822,1274,-1833,"34,691","53,420","-18,729","1,474","2,022",-548
2020-12-09,774,1135,-361,12357,11583,-8373,"59,506","79,835","-20,329","1,309","1,014",295
2020-12-08,596,2140,-1544,6943,6348,-5163,"40,448","81,856","-41,408",924,"3,284","-2,360"
2020-12-07,478,1628,-1151,5647,5169,-5263,"34,796","30,148","4,648","1,456","3,083","-1,627"
2020-12-04,793,1334,-541,5371,4578,-3890,"23,128","30,198","-7,069","1,209","3,040","-1,832"
2020-12-03,395,1294,-900,6675,6280,-3815,"74,551","26,051","48,501",911,"3,040","-2,129"
2020-12-02,482,765,-283,3730,3248,-442,"68,035","29,003","39,032",967,"1,859",-892
2020-12-01,797,1115,-317,5547,4750,-4347,"49,138","32,200","16,939","1,211","1,907",-696
2020-11-30,698,1154,-456,3188,2490,-984,"35,391","67,961","-32,571","2,783","1,644","1,139"
2020-11-27,717,1438,-721,2636,1919,-1133,"50,553","39,382","11,171","1,204","3,973","-2,769"
2020-11-26,724,2365,-1641,4742,4018,-4746,"24,784","31,494","-6,710","1,080","3,149","-2,069"
2020-11-25,437,2977,-2539,5041,4604,-6139,"19,252","46,235","-26,983","1,074","3,650","-2,575"
2020-11-24,449,1539,-1091,3587,3138,-3478,"48,931","74,457","-25,526",765,"2,860","-2,095"
2020-11-23,515,1162,-647,3514,2999,-2868,"17,954","43,277","-25,322","1,998","1,531",467
2020-11-20,483,700,-217,2193,1710,-367,"12,811","31,641","-18,829","1,465","1,917",-451
2020-11-19,386,1223,-837,4442,4056,-1462,"43,999","38,700","5,299",793,"1,949","-1,155"
2020-11-18,350,1844,-1494,3283,2933,-3145,"28,583","18,896","9,687","1,157","3,636","-2,479"
2020-11-17,299,1416,-1116,3450,3151,-2827,"46,743","22,773","23,970","1,133","3,385","-2,252"
2020-11-16,627,651,-23,3343,2715,-1795,"49,325","30,966","18,359","1,180","2,029",-849
2020-11-13,247,694,-447,2607,2360,369,"49,576","29,246","20,330",873,"4,007","-3,134"
2020-11-12,217,1121,-904,3957,3740,-2148,"31,302","30,129","1,174","1,534","2,012",-478
2020-11-11,276,1176,-899,4903,4627,-3440,"23,274","27,835","-4,560",708,"4,244","-3,536"
2020-11-10,254,717,-463,2738,2484,-1075,"28,626","52,579","-23,952","1,966","1,962",3
2020-11-09,225,1007,-783,2296,2071,-136,"31,105","35,639","-4,534","1,155","4,103","-2,948"
2020-11-06,357,527,-171,1666,1310,-268,"25,553","26,787","-1,234",576,"3,264","-2,688"
2020-11-05,822,200,622,1281,459,2677,"55,983","37,947","18,036",665,"2,903","-2,238"
2020-11-04,173,194,-21,1133,959,-9,"59,205","36,121","23,083",795,"2,619","-1,824"
2020-11-03,297,121,176,3303,3006,-1078,"55,385","37,919","17,466","2,225","1,257",968
2020-11-02,422,648,-227,3372,2950,-113,"58,242","26,386","31,856","2,380","1,175","1,205"
2020-10-30,349,166,183,366,18,274,"38,743","80,352","-41,610","2,988","2,382",606
2020-10-29,390,582,-191,842,452,-393,"53,247","32,247","21,000","1,695","1,123",572
2020-10-28,390,466,-76,2212,1822,-510,"44,687","37,609","7,078","1,745",741,"1,004"
2020-10-27,554,483,71,1590,1035,-614,"35,289","35,651",-363,785,"1,975","-1,190"
2020-10-26,477,647,-170,1619,1143,-946,"30,553","38,443","-7,891","1,955",640,"1,315"
2020-10-23,482,342,141,1194,712,139,"29,779","37,427","-7,648",608,"1,699","-1,090"
2020-10-22,444,850,-406,1641,1197,-301,"28,362","43,622","-15,260","1,513","1,537",-24
2020-10-21,306,563,-258,1962,1656,1194,"30,094","18,428","11,666","1,711","2,089",-378
2020-10-20,246,400,-154,1434,1188,754,"31,928","37,051","-5,122","2,459","1,591",868
2020-10-19,412,587,-176,1523,1111,-466,"29,421","28,301","1,120","1,946","2,811",-865
2020-10-16,739,619,121,2411,1672,-643,"56,266","17,822","38,444","2,056","2,569",-513
2020-10-15,329,457,-127,2766,2437,-1995,"47,642","25,643","21,999","2,085",635,"1,450"
2020-10-14,230,673,-443,1913,1683,-632,"48,585","24,900","23,685","1,419","1,597",-178
2020-10-13,353,514,-161,3511,3158,-2065,"79,007","33,731","45,276","1,253","1,610",-358
2020-10-12,333,550,-217,1652,1320,2345,"56,378","54,435","1,943","1,458","2,649","-1,191"
2020-10-08,336,709,-373,3045,2709,-368,"47,373","49,441","-2,068","1,225","1,950",-725
2020-10-07,240,855,-615,2591,2351,1869,"37,496","35,665","1,830",506,"2,863","-2,357"
2020-10-06,360,639,-279,2179,1819,896,"91,938","61,501","30,437",962,"2,896","-1,934"
2020-10-05,257,231,25,1375,1118,1970,"43,876","42,016","1,860","1,013","2,964","-1,951"
2020-09-29,662,307,355,1606,945,1486,"56,085","112,910","-56,824","1,424","3,126","-1,701"
2020-09-28,560,718,-158,2858,2298,1534,"37,168","68,805","-31,637","3,395","1,714","1,682"
2020-09-25,476,365,110,2878,2402,-170,"39,663","55,198","-15,534","1,341","1,322",19
2020-09-24,620,389,232,5029,4409,-3005,"39,111","66,466","-27,354","5,533",898,"4,635"
2020-09-23,693,373,320,1308,614,411,"37,340","30,940","6,400","3,045","1,279","1,766"
2020-09-22,512,446,66,1904,1392,-162,"28,144","27,415",729,582,"1,826","-1,244"
2020-09-21,556,572,-16,4213,3657,-2797,"22,624","22,111",513,"2,855","1,106","1,749"
2020-09-18,547,515,32,2848,2301,-1005,"18,614","30,113","-11,499","3,011","1,633","1,378"
2020-09-17,352,1424,-1072,4263,3911,-3615,"24,535","34,532","-9,996",590,"2,607","-2,018"
2020-09-16,444,1725,-1281,3020,2576,-1598,"48,709","19,025","29,684",636,"3,617","-2,981"
2020-09-15,458,1101,-643,1101,643,-1744,"46,748","43,802","2,946",616,"2,016","-1,399"
2020-09-14,355,1046,-691,4539,4184,-4647,"28,481","15,712","12,769","1,119","2,934","-1,815"
2020-09-11,471,1252,-780,2995,2524,-2763,"37,528","18,005","19,522","1,932","1,297",635
2020-09-10,420,1182,-762,4232,3812,-3143,"38,290","64,534","-26,244","1,285","2,159",-875
2020-09-09,478,1745,-1267,5166,4688,-5047,"75,134","88,367","-13,234",825,"3,233","-2,408"
2020-09-08,373,1641,-1267,4193,3820,-4337,"96,489","54,767","41,722","3,021","2,505",516
2020-09-07,787,695,92,2846,2059,-1865,"39,140","18,549","20,591","1,276","2,226",-950
2020-09-04,301,957,-656,3277,2976,-2246,"32,418","45,556","-13,138","1,995","1,521",474
2020-09-03,742,781,-39,2131,1389,-583,"55,096","66,876","-11,780",771,"2,216","-1,444"
2020-09-02,422,642,-220,2900,2478,-1225,"62,845","75,394","-12,549","2,271","1,206","1,064"
2020-09-01,303,813,-510,1991,1689,-706,"39,810","45,944","-6,134",863,"2,406","-1,543"
2020-08-31,312,807,-495,3803,3491,-3069,"38,424","75,709","-37,285","1,202","2,107",-905
2020-08-28,603,798,-195,4886,4283,-4226,"30,127","37,926","-7,799","1,205",858,346
2020-08-27,640,799,-159,3281,2642,-2167,"33,174","28,265","4,909","2,423","1,281","1,142"
2020-08-26,590,941,-351,2139,1549,-1416,"33,121","21,221","11,900","1,392","1,807",-415
2020-08-25,707,836,-129,2174,1467,-986,"22,713","24,769","-2,056","1,033","2,762","-1,728"
2020-08-24,655,1373,-718,3910,3256,-3471,"22,384","33,966","-11,582","5,812","1,484","4,328"
2020-08-21,933,837,97,2143,1209,193,"28,325","23,462","4,863","3,036","1,259","1,777"
2020-08-20,468,1698,-1231,2801,2333,1779,"32,583","37,773","-5,190","2,038","1,285",753
2020-08-19,948,1695,-747,2805,1857,-1163,"30,164","41,970","-11,806","2,315",882,"1,433"
2020-08-18,670,991,-321,2914,2244,1947,"22,317","37,920","-15,603","2,530","1,976",554
2020-08-14,710,1976,-1266,5584,4874,-4597,"45,842","45,318",524,"1,432","2,420",-989
2020-08-13,683,2041,-1358,4531,3848,-2488,"31,978","18,903","13,075","1,584","2,576",-992
2020-08-12,1426,1993,-567,5082,3656,-2471,"46,405","31,693","14,711","1,103","3,832","-2,728"
2020-08-11,641,1927,-1286,5957,5316,-6093,"36,799","42,972","-6,173","1,340","1,709",-370
2020-08-10,669,1157,-488,3223,2554,-158,"27,465","50,491","-23,026","2,752","1,712","1,040"
2020-08-07,608,1848,-1240,4958,4350,-4858,"39,356","42,306","-2,950","1,591","2,979","-1,388"
2020-08-06,424,1112,-688,3128,2704,-2378,"32,822","27,936","4,887","1,538","2,050",-512
2020-08-05,436,817,-381,4253,3818,-4087,"26,657","14,926","11,732",798,"1,967","-1,169"
2020-08-04,709,532,177,3233,2525,-1899,"61,554","33,848","27,706","1,292",725,567
2020-08-03,451,680,-229,3685,3235,-2141,"34,306","29,223","5,083","1,026","1,582",-556
2020-07-31,426,875,-450,1293,867,-1220,"26,557","59,088","-32,531","1,668","1,930",-262
2020-07-30,1163,1146,17,1663,500,-1408,"29,044","45,028","-15,983","1,211","2,614","-1,403"
2020-07-29,1137,1643,-506,3693,2556,-3045,"55,564","60,492","-4,927","1,395","2,810","-1,415"
2020-07-28,556,726,-170,2498,1941,-236,"34,331","23,508","10,822","1,561","1,397",164
2020-07-27,1217,1163,53,4801,3584,-3765,"25,579","26,047",-468,"3,527","1,213","2,315"
2020-07-24,423,868,-444,2623,2200,-1124,"37,251","45,925","-8,674","2,441","1,953",489
2020-07-23,440,1121,-681,2885,2445,-1483,"32,552","33,011",-459,713,"2,905","-2,192"
2020-07-22,289,1422,-1133,3231,2941,-3471,"22,379","23,167",-788,"1,370","1,728",-359
2020-07-21,482,594,-113,1575,1093,-720,"27,949","20,196","7,753",744,"1,602",-857
2020-07-20,239,402,-163,1870,1631,789,"29,040","29,906",-866,"3,474",714,"2,760"
2020-07-17,446,811,-365,1728,1282,988,"25,869","19,734","6,135","3,077","1,801","1,276"
2020-07-16,356,875,-519,2102,1746,-2250,"44,996","21,793","23,202","1,286","1,310",-25
2020-07-15,624,683,-59,1510,886,1155,"33,321","28,668","4,653","1,042","2,982","-1,940"
2020-07-14,728,799,-72,4078,3351,-3138,"37,286","23,831","13,454","1,357","1,094",263
2020-07-13,432,493,-61,1618,1186,-132,"24,512","24,895",-383,"3,073","1,766","1,308"
2020-07-10,269,733,-464,1717,1448,-952,"27,619","42,864","-15,245","1,480","1,051",429
2020-07-09,228,670,-443,2091,1863,-281,"23,512","22,647",865,"1,748",721,"1,026"
2020-07-08,618,933,-314,3208,2590,-1169,"25,310","20,075","5,234",825,"1,811",-985
2020-07-07,173,1316,-1143,2800,2627,-2693,"28,457","36,127","-7,670",541,"2,746","-2,205"
2020-07-06,139,600,-460,1284,1145,620,"37,434","12,375","25,059","1,547","2,002",-454
2020-07-03,159,947,-788,1716,1557,-1026,"63,865","21,570","42,295","1,438",821,618
2020-07-02,203,531,-327,2423,2220,-836,"77,896","26,495","51,401","1,161","1,524",-362
2020-07-01,217,530,-314,2544,2327,-897,"40,256","27,895","12,361","1,545",830,715
2020-06-30,487,287,200,4994,4507,-1277,"54,403","94,135","-39,732","1,806","1,641",165
2020-06-29,302,498,-196,6103,5801,-3229,"56,579","30,478","26,101","2,730","1,047","1,683"
2020-06-26,384,740,-356,2236,1852,1420,"24,442","58,650","-34,208","1,053","1,994",-941
2020-06-25,238,950,-711,3655,3417,-2438,"35,031","75,571","-40,540",957,"2,400","-1,444"
2020-06-24,187,578,-391,1747,1560,-818,"27,207","55,028","-27,821",458,"2,063","-1,605"
2020-06-23,315,573,-258,2784,2470,-1742,"38,651","29,863","8,788","1,215",934,280
2020-06-22,263,421,-157,1816,1553,187,"24,115","52,705","-28,590","2,067","1,624",443
2020-06-19,117,389,-272,2160,2043,-1451,"18,435","54,498","-36,063",517,"1,884","-1,367"
2020-06-18,258,528,-269,2626,2368,736,"28,014","43,642","-15,628",401,"2,583","-2,182"
2020-06-17,438,705,-267,5055,4617,-1656,"20,997","34,196","-13,199","2,216","1,026","1,190"
2020-06-16,381,397,-15,2863,2482,-1339,"49,356","39,512","9,843","1,117","1,423",-306
2020-06-15,397,511,-114,4252,3855,-3988,"35,462","38,102","-2,639","3,874","1,113","2,761"
2020-06-12,384,671,-287,1038,654,-1185,"30,994","29,280","1,714",859,"1,791",-932
2020-06-11,259,1013,-755,1485,1226,-1966,"54,699","24,591","30,108",713,"1,017",-304
2020-06-10,1142,617,526,6705,5563,-4935,"16,840","26,017","-9,178","1,348","1,011",337
2020-06-09,251,913,-661,5011,4761,-4117,"63,702","95,070","-31,369",761,"2,598","-1,837"
2020-06-08,205,947,-742,3635,3429,-1816,"22,804","38,073","-15,270","2,503","2,930",-427
2020-06-05,1124,1339,-215,4938,3814,-2060,"22,274","24,539","-2,265",853,"3,221","-2,368"
2020-06-04,235,1391,-1156,3009,2774,-2045,"27,409","20,168","7,241",636,"2,979","-2,343"
2020-06-03,166,757,-591,3377,3212,-2808,"49,154","39,046","10,108",983,"2,791","-1,808"
2020-06-02,300,404,-104,1351,1052,-620,"46,615","28,903","17,713",618,"2,345","-1,726"
2020-06-01,171,264,-93,2172,2001,-1689,"33,019","21,092","11,926","3,408",814,"2,594"
2020-05-29,1081,519,562,1734,653,1012,"38,351","71,981","-33,630",655,"1,342",-687
2020-05-28,237,718,-481,1841,1604,-1141,"35,834","49,374","-13,540",741,"1,717",-976
2020-05-27,819,663,155,2397,1578,-738,"39,749","27,267","12,482",839,"3,188","-2,349"
2020-05-26,248,385,-137,1835,1587,108,"25,915","26,476",-560,"2,104","1,056","1,048"
2020-05-25,346,475,-129,2771,2425,-1959,"19,656","21,808","-2,152","1,943","1,092",851
2020-05-22,610,694,-84,3234,2623,-2018,"34,021","26,504","7,518",468,"1,988","-1,520"
2020-05-21,157,806,-649,1669,1513,-798,"35,748","19,618","16,130",503,"2,010","-1,507"
2020-05-20,434,587,-154,1324,890,-479,"24,085","22,301","1,785",574,"1,803","-1,229"
2020-05-19,126,668,-542,2462,2335,-1565,"34,666","26,515","8,151",273,"1,298","-1,026"
2020-05-18,117,170,-52,1871,1755,-817,"20,256","13,995","6,261","2,255",519,"1,736"
2020-05-15,198,169,29,1922,1724,-619,"55,090","29,962","25,128",613,"1,766","-1,153"
2020-05-14,117,170,-53,3925,3808,-3189,"42,714","14,273","28,441","1,535",629,906
2020-05-13,889,253,636,1599,710,-200,"44,263","41,861","2,401","1,504",709,795
2020-05-12,940,211,729,1053,113,457,"57,110","33,264","23,846",451,"1,684","-1,233"
2020-05-11,84,195,-110,918,834,-96,"29,442","37,197","-7,755","2,113","1,719",394
2020-05-08,152,2044,-1892,2861,2709,-3109,"79,360","20,875","58,485",559,"1,736","-1,177"
2020-05-07,187,294,-108,3494,3307,-2278,"38,090","12,758","25,332","1,368",560,808
2020-05-06,525,460,65,1754,1229,872,"53,445","27,735","25,710",725,"1,595",-870
2020-05-04,154,341,-187,2126,1972,-516,"28,495","31,828","-3,333",530,"1,731","-1,202"
2020-04-29,179,381,-202,387,208,-600,"36,320","72,698","-36,377",288,652,-365
2020-04-28,284,385,-101,385,101,-486,"44,105","36,832","7,273",928,761,167
2020-04-27,269,261,8,4504,4236,-2716,"16,413","40,794","-24,380","1,459",611,847
2020-04-24,111,609,-499,4458,4346,-3693,"19,175","38,546","-19,371",552,"1,507",-955
2020-04-23,246,239,7,3174,2929,-1124,"16,287","29,429","-13,141","1,221",505,717
2020-04-22,270,161,110,3579,3310,-2631,"38,577","32,109","6,468","1,047","1,339",-292
2020-04-21,295,340,-44,4674,4379,-4051,"22,026","12,887","9,139",939,"2,660","-1,722"
2020-04-20,449,446,3,2273,1823,1033,"18,559","22,813","-4,254","1,704","2,240",-536
2020-04-17,447,258,189,5135,4688,-2695,"53,464","15,205","38,259",730,"1,681",-951
2020-04-16,139,194,-55,6509,6369,-4195,"48,694","26,119","22,576",706,"1,720","-1,014"
2020-04-14,423,234,189,6139,5716,-512,"43,590","37,024","6,567","1,049","1,138",-89
2020-04-13,454,344,110,4755,4301,-2023,"34,450","25,217","9,233","1,979","1,294",685
2020-04-10,158,393,-235,3844,3685,-2470,"21,884","49,881","-27,997",574,"1,388",-814
2020-04-09,147,414,-267,1923,1776,-1584,"19,723","34,121","-14,398",629,"1,642","-1,014"
2020-04-08,171,379,-208,1613,1442,863,"33,742","23,725","10,017",861,"1,746",-885
2020-04-07,164,295,-131,1915,1751,727,"54,013","38,023","15,990",657,"1,646",-988
2020-04-06,162,202,-40,2040,1878,135,"50,632","21,061","29,570","2,115","1,581",534
2020-04-03,494,116,378,116,-378,262,"48,947","19,006","29,941",285,823,-538
2020-04-02,544,194,350,2965,2421,-1390,"140,400","42,904","97,496",695,"2,483","-1,788"
2020-04-01,303,108,195,1419,1116,380,"26,946","31,327","-4,381",765,"2,466","-1,700"
2020-03-31,297,311,-14,2494,2197,-669,"45,708","133,040","-87,332","1,470","2,068",-598
2020-03-30,298,420,-122,3120,2822,-1263,"30,507","69,258","-38,751","1,813","4,438","-2,625"
2020-03-27,382,443,-61,6132,5750,-1383,"58,044","60,863","-2,818","1,385","1,169",216
2020-03-26,874,314,560,2930,2057,63,"23,477","44,207","-20,730","1,195",773,423
2020-03-25,389,203,186,2490,2101,-767,"41,661","61,680","-20,019","1,686",583,"1,103"
2020-03-24,388,249,138,2514,2126,-207,"37,971","73,048","-35,077","1,578",850,728
2020-03-23,430,472,-42,3167,2737,1702,"26,401","42,081","-15,680","4,418",640,"3,778"
2020-03-20,400,849,-449,2635,2235,-1523,"22,737","65,885","-43,148","2,518","1,381","1,137"
2020-03-19,298,245,53,2069,1772,101,"27,189","28,381","-1,192","2,372","1,143","1,229"
2020-03-18,296,454,-159,3086,2790,527,"47,011","30,878","16,133","2,171",888,"1,283"
2020-03-17,478,240,237,4354,3876,663,"34,711","53,263","-18,552","4,047",744,"3,303"
2020-03-16,822,422,400,3395,2574,2815,"55,546","56,487",-941,"5,623",966,"4,657"
2020-03-13,1115,510,605,3774,2659,983,"34,673","26,842","7,832","3,915","2,023","1,892"
2020-03-12,664,387,277,3418,2754,63,"33,409","29,606","3,803","2,866",632,"2,234"
2020-03-11,888,1666,-779,5621,4732,-3752,"24,624","20,312","4,312","4,586","2,919","1,667"
2020-03-10,981,1627,-645,3261,2279,-3359,"19,875","34,337","-14,462","3,316","1,458","1,858"
2020-03-09,837,440,396,1233,395,409,"48,131","50,636","-2,504",940,"1,726",-787
2020-03-06,419,497,-78,1671,1252,1385,"25,575","37,082","-11,507",778,"2,196","-1,418"
2020-03-05,626,569,57,2864,2238,-827,"20,137","21,083",-946,785,"2,002","-1,218"
2020-03-04,528,135,393,2933,2405,-608,"36,798","27,590","9,208","1,788",935,853
2020-03-03,588,237,351,2949,2360,-104,"73,537","36,350","37,187","3,945","1,246","2,699"
2020-03-02,1068,464,604,3089,2021,1037,"26,924","30,046","-3,122","2,901",892,"2,009"
2020-02-28,389,420,-31,2893,2504,188,"47,776","91,669","-43,893","1,957",923,"1,034"
2020-02-27,641,125,515,2362,1721,-293,"41,812","24,671","17,140","2,839","1,731","1,108"
2020-02-26,865,196,669,3159,2294,-88,"17,291","22,130","-4,838","3,719","2,134","1,585"
2020-02-25,1321,264,1057,3033,1712,-1286,"32,337","28,349","3,988","2,437","1,492",944
2020-02-24,480,260,221,1773,1293,78,"20,406","41,166","-20,761","4,176",666,"3,509"
2020-02-21,398,773,-375,2346,1948,-1809,"23,641","26,130","-2,489",826,"3,446","-2,620"
2020-02-20,405,296,110,3533,3128,-2879,"23,879","28,824","-4,945","3,186","2,496",690
2020-02-19,353,811,-459,1926,1573,-284,"31,961","17,588","14,373","2,139","1,164",976
2020-02-18,269,535,-266,2903,2634,-1568,"25,400","23,121","2,279","1,825","1,686",139
2020-02-17,267,780,-513,5381,5115,-3805,"17,404","32,919","-15,515","1,518",912,606
2020-02-14,226,923,-697,3699,3473,-3342,"48,201","25,108","23,093",952,"1,896",-944
2020-02-13,268,538,-270,3703,3435,-2360,"28,468","23,776","4,691",349,"1,576","-1,226"
2020-02-12,524,943,-418,4243,3719,-3939,"31,704","20,497","11,207","1,058","2,186","-1,128"
2020-02-11,448,476,-28,2242,1794,-805,"34,501","22,134","12,367","1,440","1,103",338
2020-02-10,252,740,-488,2671,2419,-887,"40,862","24,548","16,314","1,777","2,658",-880
2020-02-07,539,499,41,5156,4617,-1639,"39,514","21,850","17,664","1,329","2,184",-855
2020-02-06,575,464,112,7483,6907,-6008,"29,818","20,720","9,098",528,"1,578","-1,050"
2020-02-05,1083,373,711,3091,2008,-475,"41,570","13,257","28,312","2,240","1,730",510
2020-02-04,1006,880,126,2574,1568,-819,"94,589","23,347","71,243","1,266","1,127",139
2020-02-03,417,658,-241,6383,5966,-5706,"34,175","22,021","12,154","2,225",553,"1,672"
2020-01-31,275,933,-658,1564,1289,-1843,"60,998","66,566","-5,569","1,846","1,008",838
2020-01-30,396,724,-328,1335,939,-1393,"41,666","33,292","8,374","1,665",840,825
2020-01-29,470,800,-330,3226,2756,-2355,"55,951","23,502","32,449","1,323","5,780","-4,458"
2020-01-28,249,537,-288,6492,6243,-6155,"13,482","27,716","-14,234",979,"1,481",-502
2020-01-23,440,720,-280,2165,1724,-1107,"21,331","32,074","-10,743","1,645","1,297",347
2020-01-22,688,561,127,3511,2823,-1459,"20,118","28,340","-8,222","1,102","2,427","-1,324"
2020-01-21,275,583,-308,5463,5188,-2804,"48,804","35,412","13,392","1,568","1,235",332
2020-01-20,441,877,-436,3630,3189,-3396,"13,055","31,492","-18,437",909,"2,165","-1,256"
2020-01-17,304,782,-478,2982,2678,-2116,"25,983","25,411",572,"1,321","1,364",-44
2020-01-16,370,516,-146,4265,3895,-2818,"42,146","24,417","17,729",486,"1,395",-909
2020-01-15,252,645,-393,3385,3133,-2456,"30,798","19,653","11,145",501,"2,084","-1,583"
2020-01-14,203,529,-326,2894,2691,-1264,"32,955","27,074","5,882",469,"1,715","-1,246"
2020-01-13,216,525,-308,3324,3107,261,"48,754","21,189","27,564",922,"2,686","-1,764"
2020-01-10,147,247,-100,3438,3291,297,"34,108","31,999","2,109","1,687",775,911
2020-01-09,117,486,-369,4052,3935,-2193,"16,538","26,310","-9,773",640,"2,172","-1,532"
2020-01-08,198,402,-204,1305,1108,-32,"23,377","12,615","10,762","1,384","1,168",217
2020-01-07,227,327,-100,3295,3068,-1045,"39,418","20,773","18,645",636,"1,110",-474
2020-01-06,178,279,-100,4492,4314,4341,"88,916","19,362","69,554","1,525",664,861
2020-01-03,398,302,96,10239,9842,-6464,"100,206","26,383","73,823",490,"1,420",-930
2020-01-02,128,888,-760,4042,3914,2544,"27,255","17,526","9,729",326,"2,347","-2,021"
2019-12-31,230,0,230,0,-230,230,"49,633","96,237","-46,603",266,412,-146
2019-12-30,258,399,-141,399,141,-540,"39,787","55,921","-16,134","1,229","1,863",-634
2019-12-27,351,358,-6,4241,3890,7093,"37,532","60,746","-23,214",403,468,-65
2019-12-26,190,263,-73,3861,3671,4585,"24,096","47,536","-23,440",779,"1,934","-1,154"
2019-12-24,226,485,-260,2114,1888,3302,"24,229","60,936","-36,707",741,"2,055","-1,314"
2019-12-23,326,807,-481,3911,3585,-929,"20,537","45,890","-25,353","1,437",674,763
2019-12-20,175,320,-146,2856,2681,2633,"22,700","63,696","-40,996",369,"3,208","-2,839"
2019-12-19,106,1055,-949,2425,2318,1078,"21,375","26,037","-4,662","1,214","2,474","-1,260"
2019-12-18,97,486,-389,2177,2080,1109,"19,325","36,718","-17,393","1,132","2,063",-930
2019-12-17,160,755,-594,1847,1687,1929,"18,260","40,158","-21,898",500,"2,530","-2,030"
2019-12-16,69,588,-519,1274,1205,4052,"31,241","15,852","15,389",676,"3,388","-2,712"
2019-12-13,89,372,-283,1153,1064,918,"31,025","29,917","1,109",540,"1,692","-1,152"
2019-12-12,242,314,-72,1301,1059,-350,"26,081","20,936","5,145",506,"1,720","-1,214"
2019-12-11,119,367,-248,2936,2817,-1082,"20,158","18,131","2,027",615,"1,217",-601
2019-12-10,75,410,-335,2597,2522,422,"18,509","28,691","-10,182",192,"1,607","-1,415"
2019-12-09,76,174,-99,1135,1059,11,"41,395","59,493","-18,098","1,233","1,128",105
2019-12-06,233,141,92,1786,1553,-148,"33,433","22,273","11,161",434,830,-396
2019-12-05,563,262,300,1068,505,1867,"37,940","21,892","16,047",983,642,341
2019-12-04,129,157,-28,1816,1687,-990,"24,272","13,114","11,158",583,"2,148","-1,565"
2019-12-03,320,292,28,2020,1700,-963,"68,792","13,054","55,738","1,675","1,370",305
2019-12-02,237,103,134,2558,2321,-1581,"24,587","20,456","4,130",787,887,-99
2019-11-29,474,556,-82,1762,1288,1207,"42,013","80,729","-38,717","1,064",851,213
2019-11-28,406,592,-187,1591,1185,250,"17,139","15,600","1,540",457,"2,313","-1,856"
2019-11-27,850,485,365,1387,538,2234,"20,045","13,971","6,074",443,"1,519","-1,077"
2019-11-26,501,311,190,1540,1039,-420,"28,730","22,956","5,774",457,"1,218",-760
2019-11-25,476,254,222,2459,1983,35,"33,820","21,069","12,752","1,421",900,521
2019-11-22,386,710,-324,1989,1604,-290,"15,898","23,131","-7,233","2,182","1,663",519
2019-11-21,481,1014,-532,3145,2664,-3363,"16,647","29,944","-13,297",588,"1,407",-819
2019-11-20,121,554,-432,1539,1418,503,"24,034","33,448","-9,414","1,144",549,595
2019-11-19,181,365,-184,1234,1053,1672,"17,614","14,145","3,469",278,"1,958","-1,680"
