date,환율,거래량,기관합계,기타법인,개인,외국인합계,투자자예탁금,외국인_시가총액,외국인 비중,기간자금설정,기간자금해지,증감,유가증권신용거래융자
2009-11-24,"1,157.10","33,303",-85029245134,-424035355720,258905193280,250159407574,"12,102,723","2,764,579",32.73,"23,023","16,673","6,349","3,271,977"
2009-11-25,"1,156.10","27,691",59851307704,-3624026875,12459204700,-68686485529,"11,964,786","2,771,667",32.7,"24,439","16,148","8,291","3,288,642"
2009-11-26,"1,155.00","27,626",-121944073265,502449710,46679465700,74762157855,"11,613,539","2,749,769",32.69,"17,925","24,685","-6,760","3,291,371"
2009-11-27,"1,153.60","38,044",-53113548035,13530712575,249698819720,-210115984260,"11,959,269","2,619,800",32.67,"29,226","19,352","9,874","3,302,972"
2009-11-30,"1,167.40","30,221",-275945155775,-14103200795,162923246760,127125109810,"12,282,675","2,674,967",32.68,"18,598","51,489","-32,891","3,283,074"
2009-12-01,"1,161.80","29,739",31423629250,-8498325860,-53574199680,30648896290,"11,955,340","2,705,437",32.77,"19,443","19,480",-37,"3,214,056"
2009-12-02,"1,162.20","32,231",-111477801815,-15653580910,-249699174770,376830557495,"11,706,545","2,746,163",32.8,"31,938","20,313","11,625","3,215,388"
2009-12-03,"1,154.40","26,719",320377633700,-18547983440,-395285166110,93455515850,"11,516,109","2,784,234",32.78,"19,946","12,856","7,090","3,188,506"
2009-12-04,"1,155.70","27,596",275856751978,-36124216860,-474204363325,234471828207,"11,438,539","2,801,460",32.79,"21,786","27,209","-5,423","3,168,653"
2009-12-07,"1,152.90","26,063",-46829336661,-18120017800,-199749096835,264698451296,"11,794,639","2,818,551",32.82,"11,609","14,983","-3,374","3,142,346"
2009-12-08,"1,155.80","35,014",-98541894260,-22517750330,-43343478995,164403123585,"12,094,160","2,813,542",32.85,"25,435","23,315","2,120","3,119,832"
2009-12-09,"1,154.60","34,792",251335987189,84054976695,-247692047485,-87698916399,"12,356,575","2,821,825",32.81,"34,026","45,789","-11,763","3,119,608"
2009-12-10,"1,161.80","46,023",-88934488419,-110710049945,-82897550120,282542088484,"12,476,448","2,863,404",32.92,"14,001","24,946","-10,945","3,122,363"
2009-12-11,"1,163.20","43,031",225518705889,-52257914350,-296387746185,123126954646,"12,205,952","2,861,111",32.81,"27,421","31,586","-4,165","3,132,205"
2009-12-14,"1,164.90","39,316",75924738212,-223973681845,138462272495,9586671138,"12,484,016","2,872,156",32.74,"18,040","28,058","-10,018","3,123,112"
2009-12-15,"1,163.60","35,737",-225782393032,-44552993700,105134938225,165200448507,"12,727,046","2,875,983",32.76,"17,967","28,057","-10,090","3,168,926"
2009-12-16,"1,161.60","36,316",85227960603,-8707093505,-12327544800,-64193322298,"12,471,110","2,869,163",32.71,"33,784","25,846","7,938","3,221,038"
2009-12-17,"1,166.00","37,226",-172600772642,2846086930,104983470870,64771214842,"12,383,949","2,836,020",32.64,"15,064","16,605","-1,541","3,239,311"
2009-12-18,"1,173.70","25,798",100441284611,4049670520,67301016285,-171791971416,"12,442,912","2,826,039",32.56,"26,520","21,118","5,402","3,243,216"
2009-12-21,"1,178.10","27,740",92410573228,-47881180735,-38926610550,-5602781943,"12,225,138","2,820,849",32.55,"16,052","18,037","-1,986","3,247,334"
2009-12-22,"1,179.60","46,499",131909457960,-48342728110,-197707542290,114140812440,"12,225,610","2,844,044",32.59,"27,499","27,764",-265,"3,273,418"
2009-12-23,"1,183.40","34,488",216486624770,-158827205715,-211032422415,153373003360,"12,116,432","2,859,541",32.65,"18,685","20,591","-1,906","3,274,819"
2009-12-24,"1,183.60","32,315",377938422175,-15008458655,-628469603465,265539639945,"11,891,575","2,896,973",32.66,"17,707","32,660","-14,953","3,251,959"
2009-12-28,"1,176.70","38,393",-152304420815,-31325803325,241493973990,-57863749850,"12,451,477","2,897,168",32.6,"26,874","41,487","-14,613","3,225,201"
2009-12-29,"1,169.90","31,730",-246439276550,13619158810,130228441675,102591676065,"12,786,288","2,872,652",32.58,"26,949","44,798","-17,850","3,196,482"
2009-12-30,"1,170.90","32,172",164198157930,-97308050,-353906885535,189806035655,"12,067,049","2,897,240",32.65,"37,602","66,744","-29,142","3,207,964"
2010-01-04,"1,167.60","29,108",-8107032370,38558186150,-269395060005,238943906225,"12,127,665","2,915,922",32.61,"15,368","22,631","-7,263","3,207,851"
2010-01-05,"1,156.20","40,204",-222383253575,-2198083935,-167242927910,391824265420,"12,310,901","2,914,265",32.7,"46,258","21,560","24,698","3,158,116"
2010-01-06,"1,144.30","42,048",-36367259270,33107949670,-347579504475,350838814075,"12,700,972","2,940,054",32.7,"21,159","17,020","4,139","3,148,767"
2010-01-07,"1,138.20","45,646",-85650199289,30919978970,-165584336715,220314557034,"13,104,759","2,891,397",32.58,"25,028","57,171","-32,143","3,132,712"
2010-01-08,"1,133.20","37,136",-74475766800,-22698915410,37604837425,59569844785,"13,407,350","2,903,618",32.5,"34,453","45,494","-11,041","3,125,529"
2010-01-11,"1,132.90","39,926",160591376340,-18656018080,16717106005,-158652464265,"13,596,732","2,894,487",32.43,"13,023","27,564","-14,542","3,136,682"
2010-01-12,"1,119.80","37,788",-43810618645,-99681405,-81515738050,125426038100,"13,386,933","2,908,275",32.49,"33,922","18,503","15,420","3,205,206"
2010-01-13,"1,124.20","35,603",-250514125710,-30539134450,422482689425,-141429429265,"13,299,045","2,858,565",32.45,"15,688","35,455","-19,768","3,226,653"
2010-01-14,"1,126.40","42,855",186036247123,10212795860,45931878260,-242180921243,"13,414,396","2,880,524",32.42,"15,723","19,088","-3,365","3,212,730"
2010-01-15,"1,122.10","41,009",-170140457849,17074664390,-223122662600,376188456059,"13,029,924","2,906,657",32.42,"33,691","23,500","10,191","3,245,227"
2010-01-18,"1,123.20","41,528",-61141889335,-6650053140,39507377035,28284565440,"13,222,205","2,914,340",32.32,"22,726","19,745","2,981","3,269,669"
2010-01-19,"1,126.90","37,800",-153041720890,-6177286630,114241038460,44977969060,"13,447,441","2,911,283",32.3,"24,210","17,644","6,566","3,291,890"
2010-01-20,"1,124.30","68,869",-291790196700,3588327290,73885393340,214316476070,"13,609,105","2,929,222",32.42,"13,785","14,791","-1,006","3,335,596"
2010-01-21,"1,132.30","53,676",-73908837714,-57008664030,-26471801970,157389303714,"13,483,178","2,948,320",32.48,"11,848","20,167","-8,319","3,363,007"
2010-01-22,"1,138.50","60,505",-330894604095,60781608010,760697529735,-490584533650,"13,554,941","2,871,481",32.33,"18,611","20,495","-1,884","3,363,738"
2010-01-25,"1,150.10","57,928",-183308937430,-3520127550,147263409690,39565655290,"14,153,729","2,862,553",32.5,"18,048","30,225","-12,177","3,388,170"
2010-01-26,"1,149.10","56,878",-110097230610,-21430096710,330255074510,-198727747190,"13,662,701","2,806,797",32.5,"18,122","19,585","-1,462","3,405,311"
2010-01-27,"1,151.20","43,980",302917968935,39501120970,105837529500,-448256619405,"13,544,192","2,778,802",32.42,"20,807","26,544","-5,737","3,405,052"
2010-01-28,"1,159.40","47,330",-117919922545,9275918850,-25265613935,133909617630,"13,233,879","2,815,042",32.46,"22,721","25,674","-2,953","3,358,236"
2010-01-29,"1,156.50","46,744",18998944955,7076524790,55260568955,-81336038700,"13,058,022","2,753,122",32.48,"54,083","43,785","10,298","3,352,534"
2010-02-01,"1,157.90","37,685",1111234175,14908311150,76955174655,-92974719980,"13,304,915","2,752,731",32.41,"14,618","20,303","-5,685","3,338,598"
2010-02-02,"1,167.80","43,038",-272751770925,19012137050,220220816550,33518817325,"12,932,159","2,738,861",32.45,"35,306","15,649","19,656","3,258,617"
2010-02-03,"1,160.10","43,247",-151795560590,12323655150,531479930,138940425510,"12,737,629","2,769,690",32.43,"34,733","14,668","20,064","3,276,485"
2010-02-04,"1,152.20","39,260",-61288188835,23812159340,11366336040,26109693455,"12,643,590","2,765,378",32.35,"27,768","19,036","8,732","3,270,067"
2010-02-05,"1,153.30","45,532",225763690325,18351946525,54839273475,-298954910325,"13,033,068","2,673,049",32.26,"28,397","19,382","9,015","3,276,600"
2010-02-08,"1,171.00","44,493",99457288675,893730235,114483087995,-214834106905,"12,944,233","2,651,752",32.28,"16,017","9,877","6,140","3,283,685"
2010-02-09,"1,172.60","43,331",-18729932918,3773873560,60320073860,-45364014502,"12,752,019","2,685,009",32.33,"28,054","19,666","8,388","3,189,366"
2010-02-10,"1,166.60","42,903",-162624536630,523557195,147082942505,15018036930,"12,544,205","2,683,200",32.32,"28,205","18,813","9,392","3,169,673"
2010-02-11,"1,157.90","38,706",242141392335,-9728827510,-320237669670,87825104845,"12,350,325","2,728,658",32.29,"21,043","13,806","7,236","3,178,756"
2010-02-12,"1,157.10","28,612",-167432348045,13548462410,195198387545,-41314501910,"12,042,347","2,715,475",32.21,"32,669","15,119","17,551","3,175,325"
2010-02-16,"1,154.90","27,109",92541900485,5147940885,-156829166195,59139324825,"12,257,755","2,727,076",32.2,"16,980","43,238","-26,257","3,161,645"
2010-02-17,"1,152.90","37,771",-5929351660,-22157983445,-354266442535,382353777640,"12,123,377","2,780,944",32.31,"28,371","15,406","12,965","3,182,477"
2010-02-18,"1,142.70","30,844",-147520554335,-2466354150,-38808707575,188795616060,"12,122,615","2,770,224",32.31,"23,766","16,458","7,308","3,156,201"
